id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value
1962114271,10,1,1,0,20,5rurqie3qt1qav9ir5mkqinn,1,35.8,21.8,2019-04-22T10:17:17.401Z,2019-04-22T10:17:19Z,1969345138,56,Right,1914055170,212,19.3,2059809709,140,50.3,1488886853,213,5.6,1896600055,141,4.3,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1777589485,11,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,50.1,5.9,2019-04-22T10:17:19.881Z,2019-04-22T10:17:22Z,1929841872,56,Back,1532755426,213,2.2,1186486814,141,17.9,1972815246,212,10.2,1636101577,140,44.3,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1585383248,12,1,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,46.8,13.7,2019-04-22T10:17:22.849Z,2019-04-22T10:17:26Z,1891320097,56,Right,1242682188,141,3.1,2111388670,213,5.8,1686413579,212,14.7,1912841041,140,59.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1987725913,13,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,58.4,4.9,2019-04-22T10:17:26.250Z,2019-04-22T10:17:27Z,1945640601,56,Right,1613175220,140,57.6,1784747687,141,14.4,1876909773,213,1.7,1367823068,212,6.5,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1842152153,14,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,57.8,14.6,2019-04-22T10:17:27.610Z,2019-04-22T10:17:28Z,1661728080,212,6.8,1235099358,213,4.6,1159419408,140,56.9,1575204377,56,Right,1711490955,141,4.7,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
1495776538,15,1,1,0,31,5rurqie3qt1qav9ir5mkqinn,0,56.7,5.2,2019-04-22T10:17:28.522Z,2019-04-22T10:17:30Z,1526628081,212,8.5,1300470796,140,64.8,1421050310,56,Right,1846102374,141,4.4,1817957802,213,6.2,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1254945655,3,8,1,0,33,7kt37xy93vjy6wac8vq6fqz3g,1,30.3,94.4,2019-04-22T10:17:30.207Z,2019-04-22T10:17:30Z,1095179355,56,Back,,,,,,,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1201816538,4,5,1,0,35,7kt37xy93vjy6wac8vq6fqz3g,0,55.6,100.8,2019-04-22T10:17:32.360Z,2019-04-22T10:23:11Z,1310032604,233,16,1448558536,347,,1631612328,56,Back,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1567552081,16,5,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,44.4,-0.8,2019-04-22T10:17:32.360Z,2019-04-22T10:17:52Z,2130861858,233,4,2063240370,347,,2143132469,56,Back,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1897001983,17,1,1,0,55,5rurqie3qt1qav9ir5mkqinn,1,39.9,0,2019-04-22T10:17:52.190Z,2019-04-22T10:17:53Z,1119872564,107,,1945410948,212,7.1,1118173260,141,9.1,2032028061,140,40.9,1074467827,213,1.4,1610072023,56,Back,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1691691498,18,1,1,0,56,5rurqie3qt1qav9ir5mkqinn,1,40.9,9.1,2019-04-22T10:17:52.907Z,2019-04-22T10:17:54Z,1824702000,213,3.7,1437205715,56,Back,2092654674,141,2.8,1829747948,140,33.7,1523468254,212,8.7,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
1634169575,19,1,1,0,57,5rurqie3qt1qav9ir5mkqinn,0,34.2,2.8,2019-04-22T10:17:54.219Z,2019-04-22T10:17:57Z,1360772523,141,0.0,1208824327,155,,1159445795,212,32.5,1826845442,140,65.0,1607233900,1,,1156377885,56,Right,1598541489,213,6.2,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1509580545,5,5,1,1,0,7kt37xy93vjy6wac8vq6fqz3g,1,33.8,101.6,2019-04-22T10:17:57.648Z,2019-04-22T10:23:11Z,1388068832,56,Back,1619411003,233,20,1747538357,347,,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1199404917,20,5,1,1,0,5rurqie3qt1qav9ir5mkqinn,0,66.2,-1.6,2019-04-22T10:17:57.648Z,2019-04-22T10:17:59Z,1736292814,347,,2142618515,233,5,1757947490,56,Right,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
2042955309,6,1,1,1,10,7kt37xy93vjy6wac8vq6fqz3g,1,34.8,100,2019-04-22T10:18:07.543Z,2019-04-22T10:18:10Z,1351702358,107,,1702525943,140,48.9,1619587834,212,15.5,1415166428,141,95.1,1200349937,56,Back,1253214340,213,6.0,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1553727620,21,44,1,1,12,5rurqie3qt1qav9ir5mkqinn,0,51.1,4.7,2019-04-22T10:18:09.403Z,2019-04-22T10:31:43Z,1739464863,56,Right,1196981398,286,,2127483806,233,7,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1118021317,7,44,1,1,12,7kt37xy93vjy6wac8vq6fqz3g,1,48.9,95.3,2019-04-22T10:18:09.413Z,2019-04-22T10:18:10Z,1133522377,285,,1315505817,233,21,1204002166,56,Back,,,,,,,,,,,,,,,,5677k11mj3dmsnqse80eumk0l,S. Magill,,,,,,,,,,,,,,,,,,,,,,,
1701865629,8,1,1,1,13,7kt37xy93vjy6wac8vq6fqz3g,0,49.1,95.3,2019-04-22T10:18:10.281Z,2019-04-22T10:18:11Z,2104488726,212,10.4,1874761817,213,6.2,1243996447,3,,1189419539,140,59.0,2113936178,168,,1201820520,141,93.8,1635404839,56,Left,,,,5677k11mj3dmsnqse80eumk0l,S. Magill,,,,,,,,,,,,,,,,,,,,,,,
2016874985,22,49,1,1,14,5rurqie3qt1qav9ir5mkqinn,1,37.7,6.1,2019-04-22T10:18:11.548Z,2019-04-22T10:18:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2021636662,23,1,1,1,15,5rurqie3qt1qav9ir5mkqinn,0,37.7,6.1,2019-04-22T10:18:11.780Z,2019-04-22T10:18:12Z,1978592538,157,,1738066449,212,19.8,1464873263,141,15.6,1557023182,213,0.3,1836072806,1,,1639959793,140,55.5,1122298425,56,Right,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2026559403,9,8,1,1,16,7kt37xy93vjy6wac8vq6fqz3g,1,45.4,88.6,2019-04-22T10:18:13.352Z,2019-04-22T10:18:40Z,1105531490,56,Back,,,,,,,,,,,,,,,,,,,,,,23b90lntnrwvb0k45u7dva0np,I. Kaagman,,,,,,,,,,,,,,,,,,,,,,,
1746732203,10,5,1,1,17,7kt37xy93vjy6wac8vq6fqz3g,0,44.8,101.5,2019-04-22T10:18:14.484Z,2019-04-22T10:23:12Z,1518562427,347,,1572508677,233,24,1138778825,56,Back,,,,,,,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,
1428826723,24,5,1,1,17,5rurqie3qt1qav9ir5mkqinn,1,55.2,-1.5,2019-04-22T10:18:14.484Z,2019-04-22T10:18:17Z,1396608568,347,,1926508225,56,Right,1257338516,233,10,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1309398997,25,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,0,55.9,0,2019-04-22T10:18:16.652Z,2019-04-22T10:18:18Z,1387772902,140,74.0,2111738935,56,Right,1149338948,212,20.1,1312811710,213,0.3,1489394516,107,,1327859336,141,8.5,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1872060606,11,1,1,1,21,7kt37xy93vjy6wac8vq6fqz3g,1,29,90.6,2019-04-22T10:18:18.506Z,2019-04-22T10:18:19Z,2036998361,56,Back,2067332037,140,35.3,1231591488,141,84.2,2136826359,212,7.9,1914460983,213,5.7,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
2063003399,12,49,1,1,22,7kt37xy93vjy6wac8vq6fqz3g,1,35.3,84.2,2019-04-22T10:18:19.536Z,2019-04-22T10:18:19Z,,,,,,,,,,,,,,,,,,,,,,,,,23b90lntnrwvb0k45u7dva0np,I. Kaagman,,,,,,,,,,,,,,,,,,,,,,,
1662653276,13,1,1,1,22,7kt37xy93vjy6wac8vq6fqz3g,1,35.3,84.2,2019-04-22T10:18:19.672Z,2019-04-22T10:18:20Z,1412494044,141,83.6,1296890520,140,30.5,2060761120,212,5.1,1824548489,213,3.2,1852220213,56,Back,,,,,,,,,,23b90lntnrwvb0k45u7dva0np,I. Kaagman,,,,,,,,,,,,,,,,,,,,,,,
1722658001,14,1,1,1,23,7kt37xy93vjy6wac8vq6fqz3g,1,30.5,83.6,2019-04-22T10:18:20.576Z,2019-04-22T10:18:23Z,1544552451,213,0,2137564217,212,24.3,1382494118,56,Left,2123301618,140,53.6,1589569314,141,83.6,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,
1252367001,15,1,1,1,26,7kt37xy93vjy6wac8vq6fqz3g,1,53.9,74.2,2019-04-22T10:18:23.128Z,2019-04-22T10:18:25Z,1085840614,140,47.0,1378420778,141,68.8,1820144917,212,8.1,1632987303,213,3.6,1615495174,56,Back,,,,,,,,,,5677k11mj3dmsnqse80eumk0l,S. Magill,,,,,,,,,,,,,,,,,,,,,,,
1216845378,16,1,1,1,28,7kt37xy93vjy6wac8vq6fqz3g,1,46.8,72.3,2019-04-22T10:18:25.970Z,2019-04-22T10:18:31Z,2024125025,141,91.7,1744103080,213,0.2,1326654981,212,56.1,1981199847,155,,1683501495,56,Left,1482660243,1,,1152388731,140,98.7,,,,23b90lntnrwvb0k45u7dva0np,I. Kaagman,,,,,,,,,,,,,,,,,,,,,,,
1586488545,17,1,1,1,34,7kt37xy93vjy6wac8vq6fqz3g,0,98.7,91.7,2019-04-22T10:18:31.900Z,2019-04-22T10:18:33Z,2006421913,141,86.3,1175233779,140,98.5,1799129705,212,3.7,1375961459,213,4.7,1920914838,236,,1206706243,286,,1460945342,56,Left,2051188711,233,26,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,
1580740984,26,74,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,2.2,16.1,2019-04-22T10:18:31.190Z,2019-04-22T10:31:41Z,1192709217,285,,1389233525,233,17,1597911926,56,Back,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1191311080,18,6,1,1,36,7kt37xy93vjy6wac8vq6fqz3g,1,99.3,85.6,2019-04-22T10:18:33.437Z,2019-04-22T10:32:00Z,1584761302,73,,1561167962,56,Left,1378413973,233,27,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,
1162942009,27,6,1,1,36,5rurqie3qt1qav9ir5mkqinn,0,0.7,14.4,2019-04-22T10:18:33.437Z,2019-04-22T10:18:36Z,1322374147,233,18,1078029492,56,Back,1980360298,73,,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
2088344779,19,1,1,2,3,7kt37xy93vjy6wac8vq6fqz3g,0,99.5,99.5,2019-04-22T10:19:00.107Z,2019-04-22T10:19:04Z,1623669566,212,35.4,1568457960,6,,1912885054,1,,1223725320,56,Center,1313141974,155,,1738819734,223,,1742641338,2,,1094179032,140,97.2,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,1935023480,213,4.6,1223850744,141,47.5,,,,,,,,,,,,,,,,,
1088976014,20,44,1,2,6,7kt37xy93vjy6wac8vq6fqz3g,0,97,46.2,2019-04-22T10:19:03.353Z,2019-04-22T10:31:43Z,2048684469,233,28,1551947713,286,,1280200851,56,Center,,,,,,,,,,,,,,,,dle50mcyb7xfk7eop3d0qs2c5,C. Boye-Hlorkah,,,,,,,,,,,,,,,,,,,,,,,
1614774119,28,44,1,2,6,5rurqie3qt1qav9ir5mkqinn,1,3,53.8,2019-04-22T10:19:03.363Z,2019-04-22T10:19:05Z,1325955430,233,20,1681369840,285,,1609313123,56,Back,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
2048052993,29,12,1,2,8,5rurqie3qt1qav9ir5mkqinn,1,3.1,55.1,2019-04-22T10:19:05.136Z,2019-04-22T10:19:23Z,1123444299,213,1.4,1387683791,56,Back,1521684607,140,6.9,1809579379,15,,1207776536,141,82.6,1206127715,212,19.1,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1349424106,30,49,1,2,10,5rurqie3qt1qav9ir5mkqinn,1,9.1,90.3,2019-04-22T10:19:06.863Z,2019-04-22T10:19:07Z,,,,,,,,,,,,,,,,,,,,,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,
1655760888,31,1,1,2,10,5rurqie3qt1qav9ir5mkqinn,0,9.1,90.3,2019-04-22T10:19:07.470Z,2019-04-22T10:19:10Z,2003986448,1,,1652417365,157,,1627938318,141,83.2,1941471803,213,6.2,1313649997,140,61.7,1555956687,56,Left,1572308552,212,55.4,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,,,,,,,,,,,,,,,,,,,,,,
1853001115,21,49,1,2,14,7kt37xy93vjy6wac8vq6fqz3g,1,39.4,23.7,2019-04-22T10:19:10.931Z,2019-04-22T10:19:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1954485900,22,1,1,2,14,7kt37xy93vjy6wac8vq6fqz3g,1,39.4,23.7,2019-04-22T10:19:11.123Z,2019-04-22T10:19:14Z,2109852985,213,2.5,1928567018,56,Back,2106635962,212,26.8,1365615446,140,19.2,1929873478,141,47.8,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1242844887,23,1,1,2,17,7kt37xy93vjy6wac8vq6fqz3g,1,19.1,47.8,2019-04-22T10:19:14.523Z,2019-04-22T10:19:17Z,1653238483,140,26.5,1239079095,212,19.8,1909720652,56,Back,1389133365,213,5.1,1587898278,141,21.0,,,,,,,,,,8ctokja53x311jvllpdh6v4yd,K. Levell,,,,,,,,,,,,,,,,,,,,,,,
1132952217,24,1,1,2,21,7kt37xy93vjy6wac8vq6fqz3g,1,28.1,20.3,2019-04-22T10:19:17.724Z,2019-04-22T10:19:20Z,1779608566,56,Back,2103171498,213,5.3,1707657092,140,36.1,1427762873,212,14.3,1095686082,141,3.2,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1241997237,25,1,1,2,24,7kt37xy93vjy6wac8vq6fqz3g,1,36.2,3.5,2019-04-22T10:19:20.860Z,2019-04-22T10:19:23Z,1160279292,213,2.5,2022942273,140,20.4,1716453626,141,23.3,1736902299,56,Back,1651128876,212,21.4,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,
1551280523,26,1,1,2,26,7kt37xy93vjy6wac8vq6fqz3g,1,20.4,23.3,2019-04-22T10:19:23.188Z,2019-04-22T10:19:24Z,1844395964,140,9.3,1781944902,213,2.2,1864713437,212,19.6,1869349087,141,46.4,1244222137,56,Back,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,
1544456619,27,1,1,2,27,7kt37xy93vjy6wac8vq6fqz3g,0,9.3,46.4,2019-04-22T10:19:24.588Z,2019-04-22T10:19:26Z,1465951409,213,6.2,1508179430,1,,1390498796,56,Back,1377764750,140,41.2,1226414945,141,40.3,1085573785,212,33.8,,,,,,,8ctokja53x311jvllpdh6v4yd,K. Levell,,,,,,,,,,,,,,,,,,,,,,,
1372447687,32,49,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,61.3,59.3,2019-04-22T10:19:27.880Z,2019-04-22T10:19:27Z,,,,,,,,,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,
2111471912,33,1,1,2,30,5rurqie3qt1qav9ir5mkqinn,0,61.3,59.1,2019-04-22T10:19:27.520Z,2019-04-22T10:19:28Z,2033060430,213,5.6,1827318008,140,67.4,1349173836,141,51.8,1911783610,56,Center,1809698643,212,8.1,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,
2094974839,28,8,1,2,33,7kt37xy93vjy6wac8vq6fqz3g,1,32.3,60.2,2019-04-22T10:19:30.760Z,2019-04-22T10:19:30Z,1927755692,56,Back,,,,,,,,,,,,,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,
1213082967,29,49,1,2,34,7kt37xy93vjy6wac8vq6fqz3g,1,43.2,69.1,2019-04-22T10:19:31.213Z,2019-04-22T10:19:35Z,,,,,,,,,,,,,,,,,,,,,,,,,23b90lntnrwvb0k45u7dva0np,I. Kaagman,,,,,,,,,,,,,,,,,,,,,,,
1643936675,30,1,1,2,35,7kt37xy93vjy6wac8vq6fqz3g,0,43.2,69.1,2019-04-22T10:19:31.788Z,2019-04-22T10:19:34Z,1937635776,140,66.4,1919001600,56,Center,1611041046,213,5.8,1695526435,141,48.8,1180331430,212,28.0,1949994250,155,,,,,,,,23b90lntnrwvb0k45u7dva0np,I. Kaagman,,,,,,,,,,,,,,,,,,,,,,,
1588743876,34,8,1,2,36,5rurqie3qt1qav9ir5mkqinn,1,28.4,56.1,2019-04-22T10:19:32.760Z,2019-04-22T10:19:32Z,2089120737,56,Back,,,,,,,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
