id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value
2154233945,13,61,1,1,26,dcdnoyf6kzhj46iyfm7xq43fy,1,67.7,12.3,2019-09-30T09:37:24.062Z,2019-09-30T09:37:24Z,2181617275,56,Right,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Barton,,,,,,,,,,,,,,,,,,,,
2154233947,23,1,1,1,26,5rurqie3qt1qav9ir5mkqinn,0,35.8,91.1,2019-09-30T09:37:24.091Z,2019-09-30T09:37:24Z,2181617281,141,90.0,2181617283,213,5.8,2181617285,212,1.6,2181617279,140,37.2,2181617277,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,
2154233953,24,49,1,1,28,5rurqie3qt1qav9ir5mkqinn,1,33.2,75.4,2019-09-30T09:37:25.802Z,2019-09-30T09:37:25Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,
2154233971,25,1,1,1,28,5rurqie3qt1qav9ir5mkqinn,1,32.9,75.1,2019-09-30T09:37:26.187Z,2019-09-30T09:37:30Z,2181617389,212,25.0,2181617387,213,4.1,2181617383,140,19.7,2181617381,56,Back,2181617385,141,44.5,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,
2154233979,26,1,1,1,33,5rurqie3qt1qav9ir5mkqinn,1,21.9,38,2019-09-30T09:37:30.602Z,2019-09-30T09:37:33Z,2181617437,140,33.3,2181617441,213,5.2,2181617435,56,Back,2181617439,141,6.5,2181617443,212,24.5,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,
2154233991,27,1,1,1,37,5rurqie3qt1qav9ir5mkqinn,1,42.8,8,2019-09-30T09:37:34.635Z,2019-09-30T09:37:41Z,2181617497,56,Right,2181617503,213,6.1,2181617505,212,15.4,2181617499,140,57.1,2181617501,141,3.1,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,
2154233993,28,1,1,1,43,5rurqie3qt1qav9ir5mkqinn,1,64.9,24.6,2019-09-30T09:37:41.051Z,2019-09-30T09:38:43Z,2181617517,56,Center,2181617521,141,53.1,2181617525,212,22.0,2181617519,140,54.9,2181617523,213,2.1,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,
2154234001,29,1,1,1,44,5rurqie3qt1qav9ir5mkqinn,1,54.9,53.1,2019-09-30T09:37:42.283Z,2019-09-30T09:37:47Z,2181617569,140,60.4,2181617567,56,Left,2181617573,213,1.3,2181617571,141,89.9,2181617575,212,25.7,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,
2154234007,30,1,1,1,49,5rurqie3qt1qav9ir5mkqinn,1,70.6,90.8,2019-09-30T09:37:46.986Z,2019-09-30T09:37:49Z,2181617627,140,76.9,2181617625,56,Left,2181617629,141,90.5,2181617633,212,6.6,2181617631,213,6.3,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,
2154234021,31,1,1,1,51,5rurqie3qt1qav9ir5mkqinn,1,75.7,92,2019-09-30T09:37:48.907Z,2019-09-30T09:37:51Z,2181617679,213,3.0,2181617677,141,94.4,2181617675,140,63.2,2181617681,212,13.2,2181617673,56,Left,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,
2154234023,32,1,1,1,53,5rurqie3qt1qav9ir5mkqinn,1,62,92.7,2019-09-30T09:37:51.226Z,2019-09-30T09:37:53Z,2181617691,213,3.9,2181617687,140,46.0,2181617685,56,Back,2181617689,141,71.2,2181617693,212,22.3,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,
2154234031,33,1,1,1,56,5rurqie3qt1qav9ir5mkqinn,1,46,71.2,2019-09-30T09:37:53.754Z,2019-09-30T09:37:58Z,2181617733,56,Back,2181617737,141,38.6,2181617739,213,4.9,2181617741,212,22.4,2181617735,140,49.1,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,
2154234037,34,1,1,2,0,5rurqie3qt1qav9ir5mkqinn,1,53.1,29.4,2019-09-30T09:37:57.946Z,2019-09-30T09:38:01Z,2181617769,212,21.8,2181617765,141,5.3,2181617761,56,Right,2181617767,213,5.4,2181617763,140,66.8,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,
2154234039,35,1,1,2,4,5rurqie3qt1qav9ir5mkqinn,0,72.8,6.8,2019-09-30T09:38:01.899Z,2019-09-30T09:38:02Z,2181617779,213,1.4,2181617777,141,31.2,2181617781,212,16.8,2181617773,56,Center,2181617775,140,75.0,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,
2154234041,14,49,1,2,5,dcdnoyf6kzhj46iyfm7xq43fy,1,26.3,70.6,2019-09-30T09:38:02.974Z,2019-09-30T09:38:03Z,,,,,,,,,,,,,,,,,,,,,,,,,1bxa1c4eopzwml9zia9gjnd1x,D. Bowman,,,,,,,,,,,,,,,,,,,,
2154234053,15,1,1,2,5,dcdnoyf6kzhj46iyfm7xq43fy,1,26.3,70.6,2019-09-30T09:38:03.181Z,2019-09-30T09:38:05Z,2181617839,140,35.2,2181617841,141,63.9,2181617845,212,10.4,2181617837,56,Back,2181617843,213,5.8,,,,,,,,,,1bxa1c4eopzwml9zia9gjnd1x,D. Bowman,,,,,,,,,,,,,,,,,,,,
2154234057,16,1,1,2,8,dcdnoyf6kzhj46iyfm7xq43fy,0,35.2,63.9,2019-09-30T09:38:05.742Z,2019-09-30T09:38:06Z,2181617863,141,59.7,2181617905,286,,2181617859,56,Back,2181617903,233,36,2181617901,236,,2181617861,140,34.6,2181617865,213,4.5,2181617867,212,2.9,a1654m0k2rptsqkxj96s955n9,K. Barton,,,,,,,,,,,,,,,,,,,,
2154234061,36,74,1,2,8,5rurqie3qt1qav9ir5mkqinn,1,70.3,48.1,2019-09-30T09:38:06.474Z,2019-09-30T09:38:07Z,2181617897,285,,2181617907,233,16,2181617895,56,Center,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,
2154234067,37,49,1,2,10,5rurqie3qt1qav9ir5mkqinn,1,75.3,42.5,2019-09-30T09:38:08.202Z,2019-09-30T09:38:08Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,
2154234069,38,1,1,2,10,5rurqie3qt1qav9ir5mkqinn,0,73.9,42.1,2019-09-30T09:38:08.522Z,2019-09-30T09:38:09Z,2181617935,212,3.7,2181617927,56,Center,2181617931,141,40.6,2181617933,213,6.0,2181617929,140,77.3,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,
2154234073,17,8,1,2,12,dcdnoyf6kzhj46iyfm7xq43fy,1,25,66.9,2019-09-30T09:38:09.646Z,2019-09-30T09:38:09Z,2181617949,56,Back,,,,,,,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,
2154234075,18,49,1,2,12,dcdnoyf6kzhj46iyfm7xq43fy,1,25,66.9,2019-09-30T09:38:09.998Z,2019-09-30T09:38:10Z,,,,,,,,,,,,,,,,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,
2154234077,19,1,1,2,12,dcdnoyf6kzhj46iyfm7xq43fy,0,25,66.9,2019-09-30T09:38:10.189Z,2019-09-30T09:38:11Z,2181617951,56,Back,2181617955,141,76.1,2181617953,140,31.9,2181617957,213,0.7,2181617959,212,9.6,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,
2154234079,39,49,1,2,14,5rurqie3qt1qav9ir5mkqinn,1,75.9,21.5,2019-09-30T09:38:12.219Z,2019-09-30T09:38:12Z,,,,,,,,,,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,
2154234083,40,1,1,2,14,5rurqie3qt1qav9ir5mkqinn,1,75.9,21.5,2019-09-30T09:38:12.522Z,2019-09-30T09:38:14Z,2181617973,141,24.4,2181617975,213,2.0,2181617969,56,Center,2181617977,212,2.1,2181617971,140,75.1,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,
2154234089,41,1,1,2,17,5rurqie3qt1qav9ir5mkqinn,1,73.3,15.6,2019-09-30T09:38:14.810Z,2019-09-30T09:38:17Z,2181618015,140,76.7,2181618013,56,Right,2181618021,212,7.2,2181618017,141,6.4,2181618019,213,5.2,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,
2154234091,42,1,1,2,19,5rurqie3qt1qav9ir5mkqinn,1,76.7,6.4,2019-09-30T09:38:17.338Z,2019-09-30T09:38:18Z,2181618029,141,16.4,2181618027,140,68.2,2181618031,213,2.5,2181618025,56,Right,2181618033,212,11.2,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,
2154234097,43,1,1,2,20,5rurqie3qt1qav9ir5mkqinn,1,67.2,23.1,2019-09-30T09:38:18.426Z,2019-09-30T09:38:19Z,2181618051,212,13.0,2181618049,213,2.4,2181618047,141,35.5,2181618045,140,57.8,2181618043,56,Center,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,
2154234109,44,1,1,2,22,5rurqie3qt1qav9ir5mkqinn,1,57.9,36.3,2019-09-30T09:38:19.722Z,2019-09-30T09:38:23Z,2181618129,212,14.6,2181618125,141,57.0,2181618123,140,54.3,2181618121,56,Center,2181618127,213,1.8,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,
2154234121,45,1,1,2,25,5rurqie3qt1qav9ir5mkqinn,1,70.1,52.5,2019-09-30T09:38:23.402Z,2019-09-30T09:38:25Z,2181618167,141,64.2,2181618165,140,75.1,2181618169,213,1.0,2181618163,56,Center,2181618171,212,9.5,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,
2154234127,46,1,1,2,27,5rurqie3qt1qav9ir5mkqinn,1,75.2,66.6,2019-09-30T09:38:25.306Z,2019-09-30T09:38:27Z,2181618197,56,Center,2181618205,212,9.1,2181618199,140,66.6,2181618203,213,3.1,2181618201,141,67.5,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,
