id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2793597163,5,43,1,0,7,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2025-03-30T13:00:35.997Z,2025-03-30T13:01:27Z,5610480559,3,0,5610484709,144,1,5610480567,212,11.5,5610480569,213,0.03,5610480565,141,35.1,5610480561,56,Back,5610480563,140,33.9,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597207,6,45,1,0,8,36tr17foeaf9ejjmt2txuoy3y,0,34.4,32.3,2025-03-30T13:00:37.076Z,2025-03-30T13:03:41Z,5610480797,285,,5610480873,233,7,5610480795,56,Back,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597153,7,3,1,0,8,dcdnoyf6kzhj46iyfm7xq43fy,1,65.6,67.7,2025-03-30T13:00:37.076Z,2025-03-30T13:03:40Z,5610480531,286,,5610480529,56,Center,5610480847,233,6,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597201,8,1,1,0,10,dcdnoyf6kzhj46iyfm7xq43fy,1,63.4,61.4,2025-03-30T13:00:39.027Z,2025-03-30T13:00:41Z,5610480753,56,Back,5610480755,140,42.3,5610480767,213,3.48,5610480759,141,50.1,5610480763,212,23.4,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597211,9,1,1,0,12,dcdnoyf6kzhj46iyfm7xq43fy,0,43.1,49.6,2025-03-30T13:00:41.539Z,2025-03-30T13:00:43Z,5610480937,236,,5610480943,286,,5610480825,212,1.1,5610480939,233,7,5610480819,56,Back,5610480823,141,49.4,5610480821,140,44.1,5610480827,213,6.15,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597225,7,74,1,0,12,36tr17foeaf9ejjmt2txuoy3y,1,59,36.3,2025-03-30T13:00:41.540Z,2025-03-30T13:03:39Z,5610480923,56,Center,5610480925,285,,5610480975,233,9,,,,,,,,,,,,,,,,brflebs8m00rgali2owyoyove,M. Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597251,10,4,1,0,15,dcdnoyf6kzhj46iyfm7xq43fy,1,41.4,56.4,2025-03-30T13:00:44.291Z,2025-03-30T13:03:37Z,5610481109,13,,5610481117,286,,5610481179,233,8,5610481115,265,,5610481111,56,Back,5610481113,152,,,,,,,,387gmkazy7ism1izteww32thx,N. Noordam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597269,8,4,1,0,15,36tr17foeaf9ejjmt2txuoy3y,0,58.6,43.6,2025-03-30T13:00:44.292Z,2025-03-30T13:03:37Z,5610481159,13,,5610481167,285,,5610481165,265,,5610481161,56,Center,5610481163,152,,5610481215,233,10,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597423,11,1,1,0,23,dcdnoyf6kzhj46iyfm7xq43fy,1,40.9,57,2025-03-30T13:00:52.565Z,2025-03-30T13:00:54Z,5610481915,56,Back,5610481911,152,,5610481919,140,32.9,5610481925,213,4.10,5610481921,141,39.5,5610481923,212,14.6,5610481909,5,,,,,387gmkazy7ism1izteww32thx,N. Noordam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597459,12,1,1,0,25,dcdnoyf6kzhj46iyfm7xq43fy,1,33.6,42.2,2025-03-30T13:00:54.595Z,2025-03-30T13:00:57Z,5610482143,56,Back,5610482145,140,24.0,5610482149,212,14.6,5610482147,141,57.8,5610482151,213,2.33,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597749,13,1,1,0,28,dcdnoyf6kzhj46iyfm7xq43fy,1,23.9,47.5,2025-03-30T13:00:57.844Z,2025-03-30T13:01:12Z,5610483469,212,45.4,5610483473,1,,5610483471,213,5.62,5610483463,56,Right,5610483461,155,,5610483465,140,58.0,5610483467,141,6.5,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597769,14,44,1,0,42,dcdnoyf6kzhj46iyfm7xq43fy,1,57.8,11.1,2025-03-30T13:01:11.828Z,2025-03-30T13:55:24Z,5610505503,233,11,5610483565,286,,5610483563,56,Right,,,,,,,,,,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793601889,11,44,1,0,42,36tr17foeaf9ejjmt2txuoy3y,0,42.2,88.9,2025-03-30T13:01:11.829Z,2025-03-30T13:55:24Z,5610505049,56,Back,5610505051,285,,5610505529,233,14,,,,,,,,,,,,,,,,eb0h79vh5dwggjx7shj0ovetx,Leila Ouahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597779,15,1,1,0,43,dcdnoyf6kzhj46iyfm7xq43fy,0,57.1,14.3,2025-03-30T13:01:12.611Z,2025-03-30T13:01:13Z,5610483609,56,Right,5610483617,213,5.86,5610483615,212,3.3,5610483607,3,,5610483613,141,12.3,5610483611,140,60.0,,,,,,,d1fnp3b9t3mfz4aj2csayfhwq,K. Seike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597937,9,27,1,0,46,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2025-03-30T13:01:15.828Z,2025-03-30T13:01:23Z,5610484385,41,Injury,5610484387,53,eb0h79vh5dwggjx7shj0ovetx,5610484425,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793597825,16,27,1,0,46,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2025-03-30T13:01:15.828Z,2025-03-30T13:01:23Z,5610484403,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793601857,10,28,1,4,3,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2025-03-30T13:04:32.549Z,2025-03-30T13:04:36Z,5610505259,233,17,5610504921,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793601913,17,28,1,4,3,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2025-03-30T13:04:32.549Z,2025-03-30T13:04:35Z,5610505201,55,16,5610505215,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602081,12,68,1,4,16,36tr17foeaf9ejjmt2txuoy3y,0,44.7,87.1,2025-03-30T13:04:45.254Z,2025-03-30T13:04:46Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602083,18,68,1,4,16,dcdnoyf6kzhj46iyfm7xq43fy,1,52.1,32.8,2025-03-30T13:04:45.318Z,2025-03-30T13:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602149,19,1,1,4,17,dcdnoyf6kzhj46iyfm7xq43fy,1,52.5,34,2025-03-30T13:04:46.804Z,2025-03-30T13:04:49Z,5610506449,213,2.63,5610506439,140,32.4,5610506445,212,24.2,5610506441,141,51.3,5610506437,56,Back,,,,,,,,,,387gmkazy7ism1izteww32thx,N. Noordam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602211,20,1,1,4,20,dcdnoyf6kzhj46iyfm7xq43fy,1,33.8,53.1,2025-03-30T13:04:49.460Z,2025-03-30T13:04:52Z,5610506743,213,1.45,5610506737,140,35.3,5610506741,212,13.4,5610506739,141,72.6,5610506733,56,Back,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602239,21,1,1,4,23,dcdnoyf6kzhj46iyfm7xq43fy,1,37.2,76.1,2025-03-30T13:04:52.132Z,2025-03-30T13:04:53Z,5610506945,141,95.4,5610506943,140,57.2,5610506947,212,24.8,5610506949,213,0.56,5610506939,56,Left,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602293,22,1,1,4,24,dcdnoyf6kzhj46iyfm7xq43fy,0,57.2,95.4,2025-03-30T13:04:53.428Z,2025-03-30T13:04:56Z,5610507207,212,24.1,5610507201,56,Left,5610507203,140,80.1,5610507209,213,0.03,5610507205,141,96.5,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602323,13,12,1,4,27,36tr17foeaf9ejjmt2txuoy3y,1,29.4,6.2,2025-03-30T13:04:56.917Z,2025-03-30T13:04:58Z,5610507399,141,0.0,5610507405,213,5.74,5610507401,212,10.3,5610507395,56,Back,5610507525,167,,5610507397,140,37.8,,,,,,,1hoivq7vrd8hx0e5gk4tuyxyi,G. Prior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602333,14,5,1,4,28,36tr17foeaf9ejjmt2txuoy3y,0,36.6,-1.6,2025-03-30T13:04:57.590Z,2025-03-30T13:05:01Z,5610507447,347,,5610507443,56,Back,5610507553,233,23,,,,,,,,,,,,,,,,1hoivq7vrd8hx0e5gk4tuyxyi,G. Prior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602343,23,5,1,4,28,dcdnoyf6kzhj46iyfm7xq43fy,1,63.4,101.6,2025-03-30T13:04:57.590Z,2025-03-30T13:38:27Z,5610507529,233,14,5610507493,347,,5610507491,56,Left,,,,,,,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602565,24,1,1,4,33,dcdnoyf6kzhj46iyfm7xq43fy,1,62.8,100,2025-03-30T13:05:02.436Z,2025-03-30T13:05:07Z,5610508549,141,70.0,5610508541,107,,5610508545,56,Back,5610508547,140,36.7,5610508555,1,,5610508551,212,35.0,5610508553,213,3.81,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602661,25,1,1,4,38,dcdnoyf6kzhj46iyfm7xq43fy,1,33.6,58.4,2025-03-30T13:05:07.780Z,2025-03-30T13:05:11Z,5610509061,212,12.7,5610509057,140,24.4,5610509063,213,3.85,5610509053,56,Back,5610509059,141,46.3,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602745,26,1,1,4,42,dcdnoyf6kzhj46iyfm7xq43fy,1,23.3,43.7,2025-03-30T13:05:11.347Z,2025-03-30T13:05:14Z,5610509507,213,5.24,5610509503,141,30.3,5610509501,140,28.3,5610509499,56,Back,5610509505,212,10.5,,,,,,,,,,4uest450f12ikgunglu92j0tl,M. Loeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602843,27,1,1,4,45,dcdnoyf6kzhj46iyfm7xq43fy,1,26.2,28.6,2025-03-30T13:05:14.260Z,2025-03-30T13:05:18Z,5610510039,213,2.59,5610510037,212,27.6,5610510031,56,Back,5610510033,140,3.8,5610510035,141,49.9,,,,,,,,,,2w5e7dfxr588qpxex7cstyyy2,M. Auée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602861,28,1,1,4,49,dcdnoyf6kzhj46iyfm7xq43fy,0,5,50.3,2025-03-30T13:05:18.788Z,2025-03-30T13:05:19Z,5610510127,212,6.9,5610510123,140,8.4,5610510121,56,Back,5610510125,141,59.0,5610510129,213,1.03,,,,,,,,,,4uest450f12ikgunglu92j0tl,M. Loeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602871,15,8,1,4,50,36tr17foeaf9ejjmt2txuoy3y,1,94.4,41.9,2025-03-30T13:05:19.781Z,2025-03-30T13:05:19Z,5610510163,56,Center,,,,,,,,,,,,,,,,,,,,,,brflebs8m00rgali2owyoyove,M. Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602901,16,5,1,4,51,36tr17foeaf9ejjmt2txuoy3y,0,100.8,40,2025-03-30T13:05:20.596Z,2025-03-30T13:38:28Z,5610510319,56,Center,5610510323,346,,5610510369,233,29,,,,,,,,,,,,,,,,brflebs8m00rgali2owyoyove,M. Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793602887,29,5,1,4,51,dcdnoyf6kzhj46iyfm7xq43fy,1,-0.8,60,2025-03-30T13:05:20.596Z,2025-03-30T13:38:27Z,5610510341,233,16,5610510243,56,Back,5610510249,346,,,,,,,,,,,,,,,,,4uest450f12ikgunglu92j0tl,M. Loeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603299,30,1,1,5,12,dcdnoyf6kzhj46iyfm7xq43fy,1,5,55.7,2025-03-30T13:05:41.844Z,2025-03-30T13:05:42Z,5610512469,141,73.2,5610512477,237,,5610512471,212,15.9,5610512473,213,0.84,5610512465,56,Back,5610512463,124,,5610512467,140,15.1,,,,4uest450f12ikgunglu92j0tl,M. Loeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603309,31,1,1,5,13,dcdnoyf6kzhj46iyfm7xq43fy,1,15.1,73.2,2025-03-30T13:05:42.757Z,2025-03-30T13:05:43Z,5610512509,212,13.9,5610512505,140,19.7,5610512503,56,Back,5610512511,213,1.21,5610512507,141,92.3,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603317,32,1,1,5,14,dcdnoyf6kzhj46iyfm7xq43fy,0,19.7,92.3,2025-03-30T13:05:43.604Z,2025-03-30T13:05:51Z,5610512549,56,Back,5610512559,1,,5610512557,213,6.15,5610512555,212,21.6,5610512547,157,,5610512553,141,88.0,5610512551,140,40.1,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603387,17,49,1,5,17,36tr17foeaf9ejjmt2txuoy3y,1,65.5,23.1,2025-03-30T13:05:46.469Z,2025-03-30T13:05:46Z,,,,,,,,,,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603423,18,1,1,5,17,36tr17foeaf9ejjmt2txuoy3y,1,65.5,23.1,2025-03-30T13:05:46.660Z,2025-03-30T13:05:47Z,5610513105,140,69.5,5610513109,212,11.7,5610513103,56,Right,5610513111,213,5.08,5610513107,141,7.0,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603447,19,1,1,5,18,36tr17foeaf9ejjmt2txuoy3y,1,69.5,7,2025-03-30T13:05:47.509Z,2025-03-30T13:05:48Z,5610513243,141,17.6,5610513241,140,48.8,5610513237,56,Back,5610513245,212,22.9,5610513249,213,2.82,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603583,20,1,1,5,19,36tr17foeaf9ejjmt2txuoy3y,1,48.8,17.6,2025-03-30T13:05:48.644Z,2025-03-30T13:05:53Z,5610513931,212,9.8,5610513933,213,5.25,5610513929,141,5.3,5610513925,56,Right,5610513927,140,53.6,,,,,,,,,,1hoivq7vrd8hx0e5gk4tuyxyi,G. Prior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603651,21,1,1,5,24,36tr17foeaf9ejjmt2txuoy3y,1,37.2,11.1,2025-03-30T13:05:53.493Z,2025-03-30T13:05:56Z,5610514265,141,26.4,5610514261,56,Back,5610514263,140,36.7,5610514267,212,10.4,5610514271,213,1.62,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603719,22,1,1,5,26,36tr17foeaf9ejjmt2txuoy3y,1,38.4,25.8,2025-03-30T13:05:55.860Z,2025-03-30T13:05:58Z,5610514533,212,18.4,5610514529,141,14.9,5610514537,213,5.87,5610514521,56,Right,5610514525,140,54.4,,,,,,,,,,1hoivq7vrd8hx0e5gk4tuyxyi,G. Prior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603739,23,1,1,5,28,36tr17foeaf9ejjmt2txuoy3y,0,56.3,18.2,2025-03-30T13:05:57.909Z,2025-03-30T13:05:59Z,5610514679,212,9.0,5610514675,140,59.2,5610514673,56,Center,5610514681,213,1.22,5610514677,141,30.6,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603805,33,1,1,5,32,dcdnoyf6kzhj46iyfm7xq43fy,1,42.8,65.7,2025-03-30T13:06:01.284Z,2025-03-30T13:06:02Z,5610514949,141,67.3,5610514945,56,Center,5610514953,213,0.07,5610514951,212,16.7,5610514947,140,58.7,,,,,,,,,,387gmkazy7ism1izteww32thx,N. Noordam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603811,34,49,1,5,33,dcdnoyf6kzhj46iyfm7xq43fy,1,58.7,67.3,2025-03-30T13:06:02.244Z,2025-03-30T13:06:02Z,,,,,,,,,,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793603831,35,1,1,5,33,dcdnoyf6kzhj46iyfm7xq43fy,0,63.1,64.5,2025-03-30T13:06:02.707Z,2025-03-30T13:06:03Z,5610515057,212,14.6,5610515053,140,69.8,5610515051,56,Center,5610515055,141,45.7,5610515059,213,5.22,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793604055,24,1,1,5,42,36tr17foeaf9ejjmt2txuoy3y,0,14.3,40.3,2025-03-30T13:06:11.445Z,2025-03-30T13:06:12Z,5610516237,212,41.4,5610516241,1,,5610516229,157,,5610516235,141,14.1,5610516231,56,Back,5610516233,140,49.9,5610516239,213,5.84,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793604183,25,49,1,5,47,36tr17foeaf9ejjmt2txuoy3y,1,32.7,10.1,2025-03-30T13:06:16.884Z,2025-03-30T13:06:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793604317,26,1,1,5,48,36tr17foeaf9ejjmt2txuoy3y,1,31.4,10.6,2025-03-30T13:06:17.381Z,2025-03-30T13:06:23Z,5610517577,212,9.7,5610517579,213,1.52,5610517575,141,24.9,5610517571,56,Back,5610517573,140,31.9,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
