id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/15/value,qualifier/14/value
2381211063,7,5,1,0,9,5rurqie3qt1qav9ir5mkqinn,1,43.6,-2,2022-02-11T19:45:19.430Z,2022-02-11T20:34:13Z,3363245811,56,Back,3363245813,347,,3363247817,233,4,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211219,8,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,0,41.9,0,2022-02-11T19:45:27.892Z,2022-02-11T19:48:30Z,3363246533,141,25.8,3363246539,1,,3363246535,212,33.2,3363246529,56,Center,3363246531,140,67.9,3363253577,107,,3363246537,213,0.6,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211191,5,49,1,0,21,spi3g782q7m4evjxn1sv6cfa,1,30.9,94.4,2022-02-11T19:45:31.878Z,2022-02-11T19:45:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211209,6,1,1,0,22,spi3g782q7m4evjxn1sv6cfa,0,32,95.6,2022-02-11T19:45:32.406Z,2022-02-11T19:45:33Z,3363246499,213,5.4,3363246493,140,41.9,3363246495,141,78.7,3363246491,56,Back,3363246497,212,15.5,3363246489,155,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211221,9,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,0,61.8,28.6,2022-02-11T19:45:33.891Z,2022-02-11T19:45:34Z,3363246565,3,,3363246569,140,71.2,3363246573,212,11.0,3363246575,213,0.5,3363246571,141,35.7,3363246567,56,Center,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211235,7,1,1,0,25,spi3g782q7m4evjxn1sv6cfa,0,31.4,88.4,2022-02-11T19:45:35.350Z,2022-02-11T19:45:36Z,3363246643,1,,3363246637,141,79.9,3363246641,213,6.1,3363246639,212,33.3,3363246635,140,62.6,3363246629,56,Left,,,,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211255,10,1,1,0,25,5rurqie3qt1qav9ir5mkqinn,1,58.2,35.4,2022-02-11T19:45:35.491Z,2022-02-11T19:45:37Z,3363246723,212,13.5,3363246725,213,5.5,3363246721,141,21.0,3363246717,56,Right,3363246719,140,67.0,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211265,11,1,1,0,27,5rurqie3qt1qav9ir5mkqinn,0,67,21,2022-02-11T19:45:37.643Z,2022-02-11T19:45:38Z,3363246787,213,1.7,3363246777,157,,3363246781,140,64.8,3363246789,1,,3363246783,141,55.1,3363246785,212,23.3,3363246779,56,Center,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211301,8,1,1,0,28,spi3g782q7m4evjxn1sv6cfa,0,44.4,76.9,2022-02-11T19:45:39.126Z,2022-02-11T19:45:41Z,3363246997,212,17.1,3363246989,3,,3363246991,56,Center,3363246993,140,57.4,3363246999,213,5.6,3363246995,141,61.8,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211349,12,61,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,44.8,60.9,2022-02-11T19:45:45.847Z,2022-02-11T20:31:50Z,3363247253,56,Back,,,,,,,,,,,,,,,,,,,,,,bilgoekg6gqwr3qbp6dp0j1zp,Rafaelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211365,9,4,1,0,36,spi3g782q7m4evjxn1sv6cfa,1,50.7,49.4,2022-02-11T19:45:46.773Z,2022-02-11T20:35:58Z,3363247337,13,,3363391301,233,13,3363391267,286,,3363247339,56,Center,3363247341,152,,3363247343,265,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211359,13,4,1,0,36,5rurqie3qt1qav9ir5mkqinn,0,49.3,50.6,2022-02-11T19:45:46.774Z,2022-02-11T20:31:58Z,3363247317,285,,3363247311,56,Back,3363247315,265,,3363247313,152,,3363247309,13,,3363391331,233,9,,,,,,,bilgoekg6gqwr3qbp6dp0j1zp,Rafaelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211487,10,1,1,0,49,spi3g782q7m4evjxn1sv6cfa,1,47,53.6,2022-02-11T19:46:00.294Z,2022-02-11T20:31:54Z,3363248053,213,0.5,3363248055,1,,3363391133,5,,3363391135,152,,3363248037,56,Left,3363248033,155,,3363248049,212,44.4,3363248045,141,85.3,anghujtc4achyb9mflowgg9n9,M. Bright,3363248041,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,
2381211491,11,61,1,0,55,spi3g782q7m4evjxn1sv6cfa,0,86.2,82.1,2022-02-11T19:46:05.653Z,2022-02-11T19:46:05Z,3363248061,56,Left,,,,,,,,,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211569,14,50,1,0,59,5rurqie3qt1qav9ir5mkqinn,1,11,23.4,2022-02-11T19:46:09.668Z,2022-02-11T19:46:23Z,3363248983,233,12,3363248451,56,Back,3363248953,285,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211543,12,7,1,0,59,spi3g782q7m4evjxn1sv6cfa,1,89,76.6,2022-02-11T19:46:09.669Z,2022-02-11T19:46:22Z,3363248331,56,Center,3363248333,286,,3363248977,233,14,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211573,13,1,1,1,0,spi3g782q7m4evjxn1sv6cfa,0,87.4,79.9,2022-02-11T19:46:10.405Z,2022-02-11T19:48:17Z,3363248471,56,Center,3363248479,212,7.3,3363248473,140,83.3,3363248483,213,4.1,3363248475,141,71.2,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211571,15,61,1,1,3,5rurqie3qt1qav9ir5mkqinn,1,17.5,39.1,2022-02-11T19:46:13.778Z,2022-02-11T19:46:30Z,3363248467,56,Back,,,,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211601,14,1,1,1,3,spi3g782q7m4evjxn1sv6cfa,1,79.1,70.2,2022-02-11T19:46:14.021Z,2022-02-11T19:46:16Z,3363248635,213,2.1,3363248629,140,77.5,3363248633,212,3.4,3363248631,141,74.5,3363248627,56,Center,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211617,15,1,1,1,6,spi3g782q7m4evjxn1sv6cfa,1,75.9,73.8,2022-02-11T19:46:16.517Z,2022-02-11T19:46:18Z,3363248707,140,82.0,3363248711,212,12.7,3363248713,213,1.0,3363248709,141,89.9,3363248705,56,Left,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211671,16,50,1,1,14,spi3g782q7m4evjxn1sv6cfa,1,92.5,86.6,2022-02-11T19:46:24.693Z,2022-02-11T19:46:25Z,3363249017,286,,3363249083,233,16,3363249015,56,Left,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211677,16,7,1,1,14,5rurqie3qt1qav9ir5mkqinn,0,7.5,13.4,2022-02-11T19:46:24.694Z,2022-02-11T19:46:25Z,3363249035,56,Back,3363249047,233,16,3363249037,285,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211707,17,6,1,1,15,5rurqie3qt1qav9ir5mkqinn,0,3.6,12.3,2022-02-11T19:46:25.941Z,2022-02-11T20:34:10Z,3363249217,73,,3363249223,233,17,3363249215,56,Back,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211697,17,6,1,1,15,spi3g782q7m4evjxn1sv6cfa,1,96.4,87.7,2022-02-11T19:46:25.941Z,2022-02-11T19:46:28Z,3363249219,233,17,3363249155,73,,3363249153,56,Left,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211889,18,1,1,1,40,spi3g782q7m4evjxn1sv6cfa,0,99.5,99.5,2022-02-11T19:46:50.533Z,2022-02-11T19:46:52Z,3363250207,56,Center,3363250217,1,,3363250211,141,49.6,3363250213,212,36.4,3363250215,213,4.3,3363250205,223,,3363250203,155,,3363250209,140,87.0,66f0rjs4c2yih8phn6meyj74l,S. Kerr,3363250199,2,,3363250201,6,,,,,,,,,,,,,,,,,,,,,,
2381211891,18,1,1,1,42,5rurqie3qt1qav9ir5mkqinn,0,3.1,55.2,2022-02-11T19:46:52.386Z,2022-02-11T19:46:53Z,3363250219,3,,3363250227,212,23.7,3363250221,56,Back,3363250225,141,63.7,3363250223,140,25.0,3363250229,213,0.2,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211951,19,1,1,1,44,spi3g782q7m4evjxn1sv6cfa,1,76.7,42.2,2022-02-11T19:46:55.268Z,2022-02-11T19:46:57Z,3363250443,212,18.6,3363250445,213,5.3,3363250441,141,19.7,3363250437,56,Right,3363250439,140,86.8,,,,,,,,,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211965,20,1,1,1,47,spi3g782q7m4evjxn1sv6cfa,0,86.1,18.9,2022-02-11T19:46:57.749Z,2022-02-11T19:46:58Z,3363250523,213,1.4,3363250521,212,16.1,3363250517,140,88.3,3363250515,56,Center,3363250513,155,,3363250519,141,42.4,3363250511,2,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381211997,19,1,1,1,49,5rurqie3qt1qav9ir5mkqinn,0,12.5,73.6,2022-02-11T19:47:00.322Z,2022-02-11T19:47:01Z,3363250697,212,15.9,3363250689,3,,3363250691,56,Back,3363250699,213,0.4,3363250693,140,26.6,3363250695,141,82.0,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212007,21,61,1,1,51,spi3g782q7m4evjxn1sv6cfa,0,77.5,44,2022-02-11T19:47:01.444Z,2022-02-11T19:47:01Z,3363250733,56,Center,,,,,,,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212045,20,1,1,1,54,5rurqie3qt1qav9ir5mkqinn,0,22.4,72.4,2022-02-11T19:47:04.659Z,2022-02-11T19:47:05Z,3363250845,157,,3363250849,140,61.4,3363250857,1,,3363250855,213,6.2,3363250853,212,41.1,3363250847,56,Center,3363250851,141,67.6,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212059,21,5,1,1,54,5rurqie3qt1qav9ir5mkqinn,0,65.7,101.7,2022-02-11T19:47:04.837Z,2022-02-11T20:34:13Z,3363250881,347,,3363250879,56,Left,3363251417,233,22,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212153,22,5,1,1,54,spi3g782q7m4evjxn1sv6cfa,1,34.3,-1.7,2022-02-11T19:47:04.837Z,2022-02-11T19:47:20Z,3363251393,347,,3363251391,56,Back,3363251401,233,21,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212181,23,1,1,2,9,spi3g782q7m4evjxn1sv6cfa,1,33,0,2022-02-11T19:47:19.652Z,2022-02-11T19:47:22Z,3363251549,140,19.5,3363251545,107,,3363251551,141,14.0,3363251547,56,Back,3363251553,212,17.6,3363251555,213,2.5,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212195,24,1,1,2,12,spi3g782q7m4evjxn1sv6cfa,1,18.5,14.6,2022-02-11T19:47:22.643Z,2022-02-11T19:47:25Z,3363251621,213,2.1,3363251617,141,41.8,3363251613,56,Back,3363251619,212,21.3,3363251615,140,8.5,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212219,25,1,1,2,15,spi3g782q7m4evjxn1sv6cfa,1,8.5,41.8,2022-02-11T19:47:25.492Z,2022-02-11T19:47:28Z,3363251747,213,0.7,3363251741,140,24.2,3363251743,141,60.3,3363251745,212,20.7,3363251739,56,Back,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212243,26,1,1,2,18,spi3g782q7m4evjxn1sv6cfa,1,23.9,61.8,2022-02-11T19:47:28.644Z,2022-02-11T19:47:31Z,3363251841,212,6.3,3363251837,140,28.9,3363251843,213,5.7,3363251835,56,Back,3363251839,141,56.7,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212265,27,1,1,2,20,spi3g782q7m4evjxn1sv6cfa,1,32.8,60.8,2022-02-11T19:47:31.332Z,2022-02-11T19:47:34Z,3363251977,141,83.2,3363251981,213,1.5,3363251979,212,15.3,3363251973,56,Back,3363251975,140,33.6,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212295,28,1,1,2,27,spi3g782q7m4evjxn1sv6cfa,1,29.2,77.9,2022-02-11T19:47:37.844Z,2022-02-11T19:47:40Z,3363252131,56,Back,3363252135,141,72.0,3363252133,140,27.7,3363252139,213,4.3,3363252137,212,4.3,,,,,,,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212321,29,1,1,2,30,spi3g782q7m4evjxn1sv6cfa,1,27.1,70.5,2022-02-11T19:47:40.516Z,2022-02-11T19:47:45Z,3363252279,196,,3363252285,141,10.1,3363252289,213,5.1,3363252283,140,42.4,3363252281,56,Back,3363252291,1,,3363252277,155,,3363252287,212,44.1,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212323,30,3,1,2,34,spi3g782q7m4evjxn1sv6cfa,0,52.8,7.8,2022-02-11T19:47:45.268Z,2022-02-11T19:47:46Z,3363252299,56,Right,3363252355,233,22,3363252301,286,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212331,22,7,1,2,34,5rurqie3qt1qav9ir5mkqinn,0,47.2,92.2,2022-02-11T19:47:45.269Z,2022-02-11T19:47:46Z,3363252337,285,,3363252335,56,Back,3363252339,233,30,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212337,23,5,1,2,36,5rurqie3qt1qav9ir5mkqinn,0,46.6,101.4,2022-02-11T19:47:46.870Z,2022-02-11T20:34:14Z,3363252619,233,31,3363252393,56,Back,3363252395,347,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212381,31,5,1,2,36,spi3g782q7m4evjxn1sv6cfa,1,53.4,-1.4,2022-02-11T19:47:46.870Z,2022-02-11T19:47:52Z,3363252585,56,Right,3363252603,233,23,3363252587,347,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212409,32,1,1,2,42,spi3g782q7m4evjxn1sv6cfa,1,50.8,0,2022-02-11T19:47:52.580Z,2022-02-11T19:47:55Z,3363252727,140,25.4,3363252731,212,29.5,3363252733,213,2.7,3363252725,56,Back,3363252729,141,16.5,3363252735,1,,3363252723,107,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212435,33,1,1,2,45,spi3g782q7m4evjxn1sv6cfa,1,23.9,16.8,2022-02-11T19:47:55.572Z,2022-02-11T19:47:59Z,3363252865,141,47.2,3363252869,212,20.9,3363252861,140,26.5,3363252857,56,Back,3363252875,213,1.4,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212475,34,1,1,2,48,spi3g782q7m4evjxn1sv6cfa,1,27.6,52.7,2022-02-11T19:47:58.996Z,2022-02-11T19:48:02Z,3363253051,212,25.1,3363253053,213,1.4,3363253047,140,32.3,3363253049,141,88.9,3363253045,56,Back,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212509,35,1,1,2,52,spi3g782q7m4evjxn1sv6cfa,1,32.7,89.7,2022-02-11T19:48:02.597Z,2022-02-11T19:48:07Z,3363253257,155,,3363253267,213,6.0,3363253265,212,49.4,3363253263,141,71.2,3363253269,1,,3363253259,56,Center,3363253261,140,78.2,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381212541,36,1,1,2,57,spi3g782q7m4evjxn1sv6cfa,1,82.8,69.9,2022-02-11T19:48:07.412Z,2022-02-11T19:49:40Z,3363253381,141,48.7,3363253385,213,5.0,3363253379,140,86.2,3363253383,212,14.9,3363255325,154,,3363255323,210,13,3363253377,56,Center,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2381212543,37,13,1,2,59,spi3g782q7m4evjxn1sv6cfa,1,84,45.9,2022-02-11T19:48:09.876Z,2022-02-11T19:49:40Z,3363255337,102,61.5,3363253951,72,,3363255333,55,36,3363255329,29,,3363253393,17,,3363255341,328,,3363253395,56,Center,3363255327,77,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,3363255339,103,88.9,3363255331,154,,3363253391,22,3363255345,231,49.3,3363255343,230,98.8,,,,,,,,,,,,,
2381212527,24,5,1,3,1,5rurqie3qt1qav9ir5mkqinn,1,-1,50.3,2022-02-11T19:48:11.634Z,2022-02-11T19:48:36Z,3363253429,233,38,3363253319,346,,3363253317,56,Back,,,,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,
