id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value
2329120919,317,12,1,44,15,bsbugp9qfasrrtg55bf7evvwv,1,13.9,47.8,2021-09-12T13:44:40.528Z,2021-09-12T13:44:47Z,3090894793,213,0.5,3090894783,56,Back,3090894785,140,37.2,3090894787,141,65.4,3090894789,212,27.2,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,
2329120867,420,1,1,44,18,5rurqie3qt1qav9ir5mkqinn,1,65.4,38,2021-09-12T13:44:43.062Z,2021-09-12T13:44:45Z,3090894525,212,28.7,3090894527,213,5.7,3090894519,56,Right,3090894521,140,88.1,3090894523,141,14.6,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329120953,421,1,1,44,19,5rurqie3qt1qav9ir5mkqinn,1,88.1,14.6,2021-09-12T13:44:44.790Z,2021-09-12T13:45:15Z,3090894945,140,83.4,3090894947,141,38.5,3090894955,213,1.9,3090897287,210,13,3090894951,212,17.0,3090894943,56,Center,3090897289,154,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,1,,,,,,,,,,,,,,,,,,,,,,,,
2329120957,422,13,1,44,21,5rurqie3qt1qav9ir5mkqinn,1,84.3,32.7,2021-09-12T13:44:46.798Z,2021-09-12T13:45:15Z,3090897315,103,52.8,3090897317,230,99.0,3090894995,22,,3090897309,55,421,3090897303,87,,3090897305,29,,3090897307,154,,3090897319,231,48.7,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,3090896405,20,,3090896407,63,3090894999,56,3090897313,102,43.7,,,,,,,,Center,,,,,,
2329120929,318,5,1,44,22,bsbugp9qfasrrtg55bf7evvwv,1,-1.4,53.4,2021-09-12T13:44:47.273Z,2021-09-12T13:44:51Z,3090895191,233,423,3090894839,346,,3090894837,56,Back,,,,,,,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,
2329120987,423,5,1,44,22,5rurqie3qt1qav9ir5mkqinn,0,101.4,46.6,2021-09-12T13:44:47.273Z,2021-09-12T13:50:18Z,3090895161,346,,3090895207,233,318,3090895159,56,Center,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,
2329120973,319,70,1,44,25,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2021-09-12T13:44:50.142Z,2021-09-12T13:44:50Z,3090895095,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329121583,320,1,1,44,58,bsbugp9qfasrrtg55bf7evvwv,0,5,63,2021-09-12T13:45:23.746Z,2021-09-12T13:45:52Z,3090898501,74,,3090898485,155,,3090898491,141,80.0,3090898487,56,Left,3090898493,212,50.9,3090898495,213,0.2,3090898489,140,52.2,3090898497,1,,9parlijxpxnfis96jwy9p37bp,G. Evans,,3090898483,124,,,,,,,,,,,,,,,,,,,,,,
2329121625,424,44,1,45,3,5rurqie3qt1qav9ir5mkqinn,1,49,18.8,2021-09-12T13:45:27.968Z,2021-09-12T13:46:10Z,3090898807,285,,3090898737,56,Back,3090898803,233,321,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329121591,321,44,1,45,3,bsbugp9qfasrrtg55bf7evvwv,0,51,81.2,2021-09-12T13:45:27.969Z,2021-09-12T13:45:31Z,3090898813,233,424,3090898533,56,Left,3090898539,286,,,,,,,,,,,,,,,,,49tbu841s20wivafeostkffmd,C. Peplow,,,,,,,,,,,,,,,,,,,,,,,,,
2329121669,425,1,1,45,3,5rurqie3qt1qav9ir5mkqinn,0,50.3,17.7,2021-09-12T13:45:28.415Z,2021-09-12T13:53:19Z,3090898951,140,65.8,3090898949,56,Right,3090898953,141,6.1,3090898957,213,5.8,3090898955,212,18.1,3090898947,3,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329121687,322,61,1,45,7,bsbugp9qfasrrtg55bf7evvwv,1,48.7,79.3,2021-09-12T13:45:32.674Z,2021-09-12T15:03:30Z,3090899051,56,Back,,,,,,,,,,,,,,,,,,,,,,49tbu841s20wivafeostkffmd,C. Peplow,,,,,,,,,,,,,,,,,,,,,,,,,
2329121713,323,5,1,45,8,bsbugp9qfasrrtg55bf7evvwv,0,38.2,101.8,2021-09-12T13:45:33.487Z,2021-09-12T13:50:18Z,3090899169,56,Back,3090899171,347,,3090899923,233,426,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,
2329121837,426,5,1,45,8,5rurqie3qt1qav9ir5mkqinn,1,61.8,-1.8,2021-09-12T13:45:33.487Z,2021-09-12T13:45:41Z,3090899867,347,,3090899865,56,Right,3090899905,233,323,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329121865,427,1,1,45,15,5rurqie3qt1qav9ir5mkqinn,1,64.2,0,2021-09-12T13:45:40.215Z,2021-09-12T13:45:42Z,3090899991,107,,3090900001,212,10.9,3090899993,56,Right,3090899997,141,12.8,3090899995,140,68.7,3090900005,213,1.1,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,
2329121891,428,1,1,45,17,5rurqie3qt1qav9ir5mkqinn,1,66.3,10.3,2021-09-12T13:45:42.446Z,2021-09-12T13:45:44Z,3090900181,213,3.3,3090900175,140,46.0,3090900177,141,5.9,3090900173,56,Back,3090900179,212,21.5,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
2329121959,429,1,1,45,19,5rurqie3qt1qav9ir5mkqinn,1,46,5.9,2021-09-12T13:45:44.365Z,2021-09-12T13:45:48Z,3090900567,140,41.6,3090900575,1,,3090900565,56,Back,3090900573,213,1.7,3090900569,141,65.5,3090900571,212,40.8,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329122037,430,1,1,45,23,5rurqie3qt1qav9ir5mkqinn,1,41.6,65.5,2021-09-12T13:45:48.381Z,2021-09-12T13:45:53Z,3090900965,140,58.4,3090900967,141,91.7,3090900971,213,0.8,3090900969,212,25.1,3090900963,56,Left,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329122077,431,1,1,45,28,5rurqie3qt1qav9ir5mkqinn,1,67.8,91.2,2021-09-12T13:45:53.198Z,2021-09-12T13:45:55Z,3090901241,141,92.1,3090901243,212,9.4,3090901237,56,Left,3090901245,213,0.1,3090901239,140,76.7,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329122151,432,1,1,45,30,5rurqie3qt1qav9ir5mkqinn,1,70.8,93.5,2021-09-12T13:45:55.230Z,2021-09-12T13:45:59Z,3090901689,141,74.7,3090901695,1,,3090901691,212,32.6,3090901687,140,42.2,3090901685,56,Back,3090901693,213,3.5,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,
2329122185,433,1,1,45,33,5rurqie3qt1qav9ir5mkqinn,1,42.2,74.7,2021-09-12T13:45:58.310Z,2021-09-12T13:46:01Z,3090901857,56,Back,3090901865,213,5.0,3090901863,212,26.4,3090901859,140,49.3,3090901861,141,37.4,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329122239,434,1,1,45,36,5rurqie3qt1qav9ir5mkqinn,1,51.8,36.1,2021-09-12T13:46:01.549Z,2021-09-12T13:46:04Z,3090902131,213,0.4,3090902125,140,77.4,3090902127,141,50.6,3090902129,212,28.6,3090902123,56,Center,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329122281,435,1,1,45,39,5rurqie3qt1qav9ir5mkqinn,0,73.9,49,2021-09-12T13:46:04.302Z,2021-09-12T13:46:06Z,3090902337,56,Center,3090902339,140,90.0,3090902343,212,17.0,3090902341,141,46.7,3090902345,213,6.2,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
2329122301,324,52,1,45,42,bsbugp9qfasrrtg55bf7evvwv,1,11.5,52.6,2021-09-12T13:46:07.449Z,2021-09-12T13:46:20Z,,,,,,,,,,,,,,,,,,,,,,,,,697f94lwz4x5pxljm2qsrakq2,R. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
2329122949,325,1,1,46,4,bsbugp9qfasrrtg55bf7evvwv,0,14.4,60.6,2021-09-12T13:46:29.810Z,2021-09-12T13:46:36Z,3090905747,1,,3090905733,56,Back,3090905743,213,0.0,3090905739,212,34.0,3090905737,141,62.4,3090905731,199,,3090905735,140,46.8,,,,697f94lwz4x5pxljm2qsrakq2,R. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
2329122927,436,44,1,46,9,5rurqie3qt1qav9ir5mkqinn,1,54.6,38.8,2021-09-12T13:46:34.662Z,2021-09-12T13:46:36Z,3090905803,233,326,3090905629,56,Center,3090905635,286,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329122981,437,1,1,46,10,5rurqie3qt1qav9ir5mkqinn,0,55.9,40,2021-09-12T13:46:35.022Z,2021-09-12T13:46:37Z,3090905889,140,63.9,3090905895,213,5.2,3090905893,212,18.8,3090905891,141,15.2,3090905887,56,Right,3090905885,3,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329122959,326,44,1,46,10,bsbugp9qfasrrtg55bf7evvwv,0,46.8,62.4,2021-09-12T13:46:35.882Z,2021-09-12T13:46:37Z,3090905781,56,Back,3090905783,285,,,,,,,,,,,,,,,,,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,,,
2329123049,327,1,1,46,13,bsbugp9qfasrrtg55bf7evvwv,0,36,88.1,2021-09-12T13:46:38.011Z,2021-09-12T13:46:40Z,3090906261,1,,3090906249,140,70.6,3090906251,141,100.0,3090906259,213,0.3,3090906243,157,,3090906247,56,Left,3090906255,212,37.5,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,
2329123051,328,5,1,46,14,bsbugp9qfasrrtg55bf7evvwv,0,65.4,101.8,2021-09-12T13:46:39.774Z,2021-09-12T13:50:18Z,3090907061,233,438,3090906273,56,Left,3090906275,347,,,,,,,,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,
2329123205,438,5,1,46,14,5rurqie3qt1qav9ir5mkqinn,1,34.6,-1.8,2021-09-12T13:46:39.774Z,2021-09-12T13:46:49Z,3090907021,233,328,3090907003,56,Back,3090907005,347,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329123249,439,1,1,46,23,5rurqie3qt1qav9ir5mkqinn,1,32.5,0,2021-09-12T13:46:48.829Z,2021-09-12T13:46:51Z,3090907253,212,26.6,3090907251,141,27.7,3090907249,140,15.3,3090907257,1,,3090907255,213,2.3,3090907245,107,,3090907247,56,Back,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329123275,440,1,1,46,26,5rurqie3qt1qav9ir5mkqinn,1,15.3,27.7,2021-09-12T13:46:50.997Z,2021-09-12T13:46:53Z,3090907425,213,1.1,3090907419,140,26.7,3090907421,141,59.1,3090907423,212,24.5,3090907417,56,Back,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,
2329123313,441,1,1,46,28,5rurqie3qt1qav9ir5mkqinn,1,26.7,59.1,2021-09-12T13:46:53.461Z,2021-09-12T13:46:57Z,3090907647,140,35.0,3090907649,141,46.6,3090907645,56,Back,3090907651,212,12.2,3090907653,213,5.5,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329123341,442,1,1,46,32,5rurqie3qt1qav9ir5mkqinn,1,37.7,63.4,2021-09-12T13:46:57.013Z,2021-09-12T13:47:56Z,3090907779,141,68.2,3090907777,140,28.4,3090907783,213,2.8,3090907775,56,Back,3090907781,212,10.3,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329123445,443,1,1,46,34,5rurqie3qt1qav9ir5mkqinn,1,29.2,68.4,2021-09-12T13:46:59.181Z,2021-09-12T13:47:04Z,3090908295,140,42.9,3090908299,212,18.8,3090908297,141,86.3,3090908301,213,0.7,3090908293,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329123501,444,1,1,46,39,5rurqie3qt1qav9ir5mkqinn,1,53,82.4,2021-09-12T13:47:04.645Z,2021-09-12T13:47:07Z,3090908557,141,67.0,3090908559,212,10.6,3090908555,140,51.3,3090908561,213,4.5,3090908553,56,Center,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329123607,445,1,1,46,42,5rurqie3qt1qav9ir5mkqinn,1,51.3,67,2021-09-12T13:47:07.040Z,2021-09-12T13:47:12Z,3090909093,213,5.2,3090909087,140,73.9,3090909091,212,46.4,3090909085,56,Right,3090909083,155,,3090909089,141,8.3,3090909095,1,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329123643,446,1,1,46,47,5rurqie3qt1qav9ir5mkqinn,1,74.8,17.4,2021-09-12T13:47:12.237Z,2021-09-12T13:47:14Z,3090909253,141,27.7,3090909249,56,Center,3090909251,140,86.5,3090909257,213,0.5,3090909255,212,14.1,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
2329123699,447,1,1,46,49,5rurqie3qt1qav9ir5mkqinn,1,86.5,27.7,2021-09-12T13:47:14.709Z,2021-09-12T13:48:14Z,3090909533,56,Center,3090909543,213,2.9,3090909535,140,78.8,3090909539,212,8.3,3090909537,141,30.3,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,
2329123669,329,45,1,46,50,bsbugp9qfasrrtg55bf7evvwv,0,21.7,72.1,2021-09-12T13:47:15.506Z,2021-09-12T13:47:20Z,3090910037,233,448,3090909387,285,,3090909385,56,Back,,,,,,,,,,,,,,,,49tbu841s20wivafeostkffmd,C. Peplow,,,,,,,,,,,,,,,,,,,,,,,,,
2329123791,448,3,1,46,50,5rurqie3qt1qav9ir5mkqinn,1,78.3,27.9,2021-09-12T13:47:15.506Z,2021-09-12T13:47:20Z,3090909947,286,,3090909945,56,Center,3090909989,233,329,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
2329123793,449,1,1,46,51,5rurqie3qt1qav9ir5mkqinn,0,76.9,34.5,2021-09-12T13:47:16.525Z,2021-09-12T13:49:36Z,3090911193,140,78.4,3090911227,236,,3090911199,213,0.3,3090909959,56,Center,3090911233,286,,3090911195,141,35.1,3090911229,233,330,3090911197,212,1.6,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
2329123705,330,74,1,46,51,bsbugp9qfasrrtg55bf7evvwv,1,21.4,66.4,2021-09-12T13:47:16.526Z,2021-09-12T14:05:18Z,3090909561,56,Back,3090911235,233,449,3090909563,285,,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,
2329123775,331,49,1,46,54,bsbugp9qfasrrtg55bf7evvwv,1,33.2,75.4,2021-09-12T13:47:19.418Z,2021-09-12T13:47:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,
2329123797,332,50,1,46,55,bsbugp9qfasrrtg55bf7evvwv,1,30.6,76.2,2021-09-12T13:47:19.914Z,2021-09-12T13:47:24Z,3090909971,285,,3090910375,233,450,3090909969,56,Back,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,
2329123869,450,7,1,46,55,5rurqie3qt1qav9ir5mkqinn,0,69.4,23.8,2021-09-12T13:47:19.915Z,2021-09-12T13:47:24Z,3090910345,233,332,3090910341,56,Center,3090910343,286,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329123863,333,1,1,46,58,bsbugp9qfasrrtg55bf7evvwv,1,30.1,75.4,2021-09-12T13:47:23.050Z,2021-09-12T13:47:24Z,3090910325,140,34.2,3090910329,141,62.3,3090910331,212,9.9,3090910313,56,Back,3090910333,213,5.2,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,
2329123887,334,1,1,46,59,bsbugp9qfasrrtg55bf7evvwv,1,34.2,62.3,2021-09-12T13:47:23.898Z,2021-09-12T13:47:25Z,3090910437,213,4.5,3090910435,212,14.4,3090910433,141,41.5,3090910429,56,Back,3090910431,140,31.7,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,
2329123917,335,1,1,47,0,bsbugp9qfasrrtg55bf7evvwv,1,29.9,41.6,2021-09-12T13:47:25.434Z,2021-09-12T13:47:27Z,3090910587,213,0.3,3090910585,212,17.5,3090910579,56,Back,3090910581,140,46.0,3090910583,141,48.2,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,
2329124059,336,1,1,47,2,bsbugp9qfasrrtg55bf7evvwv,1,49.6,48.1,2021-09-12T13:47:27.050Z,2021-09-12T13:47:36Z,3090911323,140,47.2,3090911325,141,10.7,3090911327,212,25.6,3090911329,213,4.6,3090911321,56,Back,,,,,,,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,,,
2329124149,337,1,1,47,11,bsbugp9qfasrrtg55bf7evvwv,1,56.1,28.8,2021-09-12T13:47:36.194Z,2021-09-12T13:47:41Z,3090911781,141,6.7,3090911777,56,Right,3090911783,212,21.7,3090911785,213,5.5,3090911779,140,71.0,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,
2329124161,338,1,1,47,16,bsbugp9qfasrrtg55bf7evvwv,0,69.8,4.7,2021-09-12T13:47:41.130Z,2021-09-12T13:47:43Z,3090911873,141,13.1,3090912035,286,,3090911879,212,6.0,3090911871,140,71.6,3090911869,56,Right,3090912029,236,,3090911865,2,,3090911883,213,1.3,ce4cgftejsd46a0rahih0divp,R. Rowe,,3090911867,155,,3090912031,233,,,,,,,,,,,,451,,,,,,,
2329124187,451,12,1,47,16,5rurqie3qt1qav9ir5mkqinn,1,27.8,90.9,2021-09-12T13:47:41.230Z,2021-09-12T13:47:43Z,3090911991,185,,3090911995,56,Back,3090912053,233,338,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329124389,339,6,1,47,18,bsbugp9qfasrrtg55bf7evvwv,1,74.5,4,2021-09-12T13:47:43.379Z,2021-09-12T13:47:55Z,3090912961,233,452,3090912959,75,,3090912957,56,Right,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,
2329124333,452,6,1,47,18,5rurqie3qt1qav9ir5mkqinn,0,25.5,96,2021-09-12T13:47:43.379Z,2021-09-12T13:49:23Z,3090912661,73,,3090912659,56,Back,3090912977,233,339,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329125021,340,1,1,47,56,bsbugp9qfasrrtg55bf7evvwv,1,99.6,0.8,2021-09-12T13:48:21.572Z,2021-09-12T13:48:27Z,3090915977,141,38.5,3090915967,6,,3090915965,2,,3090915975,140,86.6,3090915981,213,2.1,3090915979,212,29.0,3090915969,155,,3090915971,224,,ce4cgftejsd46a0rahih0divp,R. Rowe,,3090915973,56,Center,,,,,,,,,,,,,,,,,,,,,
2329125027,341,61,1,48,2,bsbugp9qfasrrtg55bf7evvwv,0,87,35.8,2021-09-12T13:48:27.651Z,2021-09-12T13:48:28Z,3090916009,56,Center,,,,,,,,,,,,,,,,,,,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,,,
2329125031,453,61,1,48,3,5rurqie3qt1qav9ir5mkqinn,1,13.4,59.3,2021-09-12T13:48:28.072Z,2021-09-12T13:48:28Z,3090916029,56,Back,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329125075,454,49,1,48,4,5rurqie3qt1qav9ir5mkqinn,1,10.7,69.4,2021-09-12T13:48:29.813Z,2021-09-12T13:48:29Z,,,,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329125119,455,1,1,48,5,5rurqie3qt1qav9ir5mkqinn,1,10.7,69.4,2021-09-12T13:48:30.133Z,2021-09-12T13:48:31Z,3090916435,212,4.9,3090916437,213,6.2,3090916433,141,69.0,3090916431,140,15.4,3090916429,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329125287,456,1,1,48,6,5rurqie3qt1qav9ir5mkqinn,1,15.4,69,2021-09-12T13:48:31.469Z,2021-09-12T13:48:40Z,3090917305,140,12.0,3090917307,141,77.9,3090917311,213,2.1,3090917309,212,7.0,3090917303,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329125295,457,50,1,48,7,5rurqie3qt1qav9ir5mkqinn,1,13.3,82.4,2021-09-12T13:48:32.090Z,2021-09-12T13:48:49Z,3090918147,233,342,3090917359,285,,3090917357,56,Back,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329125169,342,7,1,48,7,bsbugp9qfasrrtg55bf7evvwv,0,86.7,17.6,2021-09-12T13:48:32.091Z,2021-09-12T13:48:48Z,3090918127,233,457,3090916697,286,,3090916695,56,Right,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,
2329125321,458,61,1,48,8,5rurqie3qt1qav9ir5mkqinn,1,12.7,79.9,2021-09-12T13:48:33.766Z,2021-09-12T13:48:50Z,3090917489,56,Back,,,,,,,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329125807,343,5,1,48,10,bsbugp9qfasrrtg55bf7evvwv,1,79.2,-1.8,2021-09-12T13:48:35.158Z,2021-09-12T13:50:18Z,3090919917,233,459,3090919895,56,Right,3090919897,347,,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,
2329125437,459,5,1,48,10,5rurqie3qt1qav9ir5mkqinn,0,20.8,101.8,2021-09-12T13:48:35.158Z,2021-09-12T13:49:10Z,3090918093,56,Back,3090918095,347,,3090919945,233,343,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329125833,344,1,1,48,45,bsbugp9qfasrrtg55bf7evvwv,1,78.6,0,2021-09-12T13:49:09.939Z,2021-09-12T13:49:12Z,3090920043,56,Center,3090920053,1,,3090920049,212,21.3,3090920047,141,26.8,3090920041,107,,3090920045,140,86.6,3090920051,213,1.2,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,
2329125847,345,1,1,48,47,bsbugp9qfasrrtg55bf7evvwv,0,86.6,26.8,2021-09-12T13:49:12.420Z,2021-09-12T13:49:13Z,3090920129,140,86.9,3090920139,212,7.9,3090920123,3,,3090920145,213,4.8,3090920133,141,15.2,3090920125,56,Right,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,
2329125891,460,8,1,48,51,5rurqie3qt1qav9ir5mkqinn,1,9.5,79.4,2021-09-12T13:49:16.606Z,2021-09-12T13:49:16Z,3090920351,56,Back,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329125919,461,30,1,48,55,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-09-12T13:49:20.614Z,2021-09-12T13:49:21Z,3090920471,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329125921,346,30,1,48,55,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2021-09-12T13:49:20.772Z,2021-09-12T13:49:21Z,3090920477,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329138379,351,32,2,45,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2021-09-12T14:06:37.657Z,2021-09-12T14:06:37Z,3090983609,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
