id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2688850633,287,1,1,44,45,dcdnoyf6kzhj46iyfm7xq43fy,1,7.1,61.4,2024-05-18T14:45:17.464Z,2024-05-18T14:45:20Z,5037778369,141,96.0,5037778371,212,30.4,5037778367,140,25.4,5037778365,56,Back,5037778377,213,0.89,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688850649,288,1,1,44,48,dcdnoyf6kzhj46iyfm7xq43fy,0,25.4,96,2024-05-18T14:45:20.378Z,2024-05-18T14:45:22Z,5037778755,286,,5037778749,236,,5037778441,157,,5037778461,213,6.25,5037778443,56,Back,5037778465,1,,5037778447,140,27.3,5037778453,141,95.9,8lf62k2iwmb23gywex08s6m09,P. Pattinson,5037778457,212,5037778751,233,,,,,,,,,,,,,,,,,,,,2.0,433,,,,,,,,,,
2688850699,433,74,1,44,48,5rurqie3qt1qav9ir5mkqinn,1,76.4,2.3,2024-05-18T14:45:20.379Z,2024-05-18T14:48:30Z,5037778669,56,Right,5037778671,285,,5037778807,233,288,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851219,289,5,1,44,50,dcdnoyf6kzhj46iyfm7xq43fy,1,26,101.5,2024-05-18T14:45:21.730Z,2024-05-18T14:49:20Z,5037781469,233,434,5037781409,347,,5037781407,56,Back,,,,,,,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688850763,434,5,1,44,50,5rurqie3qt1qav9ir5mkqinn,0,74,-1.5,2024-05-18T14:45:21.730Z,2024-05-18T14:48:18Z,5037779039,347,,5037779037,56,Right,5037781513,233,289,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851327,290,1,1,45,12,dcdnoyf6kzhj46iyfm7xq43fy,1,22.7,100,2024-05-18T14:45:44.329Z,2024-05-18T14:45:48Z,5037781951,56,Back,5037781949,107,,5037781959,213,5.90,5037781955,141,97.1,5037781953,140,29.2,5037781957,212,7.3,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851369,291,1,1,45,16,dcdnoyf6kzhj46iyfm7xq43fy,1,28.5,97.1,2024-05-18T14:45:47.897Z,2024-05-18T14:45:49Z,5037782149,140,19.3,5037782155,213,3.10,5037782147,56,Back,5037782153,212,9.7,5037782151,141,97.7,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851427,292,1,1,45,17,dcdnoyf6kzhj46iyfm7xq43fy,1,19.5,97.7,2024-05-18T14:45:49.201Z,2024-05-18T14:45:52Z,5037782503,141,85.1,5037782507,213,5.62,5037782505,212,13.9,5037782501,140,29.9,5037782499,56,Back,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851679,293,1,1,45,20,dcdnoyf6kzhj46iyfm7xq43fy,1,32.6,76.9,2024-05-18T14:45:51.977Z,2024-05-18T14:46:16Z,5037783785,212,17.2,5037783783,141,53.1,5037783787,213,5.06,5037783779,56,Back,5037785885,210,15,5037783781,140,38.2,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851689,294,15,1,45,30,dcdnoyf6kzhj46iyfm7xq43fy,1,78.4,39.1,2024-05-18T14:46:01.760Z,2024-05-18T14:46:17Z,5037785917,146,99.7,5037785913,103,22.8,5037785951,147,49.3,5037785903,79,,5037785907,55,293,5037783831,22,,5037783835,18,,5037785915,215,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,5037785905,29,5037784345,20,,5037783837,56,Center,5037785981,233,435,5037785911,102,,,,,,,,,,,,,,50.1,,,,,,,,
2688851733,435,10,1,45,30,5rurqie3qt1qav9ir5mkqinn,1,5,56.3,2024-05-18T14:46:01.860Z,2024-05-18T14:46:12Z,5037784045,173,,5037784047,178,,5037784049,182,,5037785293,233,294,5037784051,56,Back,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851759,436,52,1,45,33,5rurqie3qt1qav9ir5mkqinn,1,5,56.3,2024-05-18T14:46:05.019Z,2024-05-18T14:46:05Z,,,,,,,,,,,,,,,,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688851863,437,1,1,45,34,5rurqie3qt1qav9ir5mkqinn,1,13.9,67.9,2024-05-18T14:46:06.514Z,2024-05-18T14:46:09Z,5037784741,213,0.76,5037784731,123,,5037784739,212,25.0,5037784735,140,31.1,5037784737,141,93.3,5037784733,56,Back,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852047,438,1,1,45,41,5rurqie3qt1qav9ir5mkqinn,1,68.7,85.6,2024-05-18T14:46:12.811Z,2024-05-18T14:46:15Z,5037785669,212,11.3,5037785671,213,5.74,5037785667,141,77.0,5037785663,56,Center,5037785665,140,77.9,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852065,439,1,1,45,43,5rurqie3qt1qav9ir5mkqinn,0,77.9,77,2024-05-18T14:46:14.898Z,2024-05-18T14:46:15Z,5037785785,140,79.1,5037785787,141,86.0,5037785783,56,Left,5037785789,212,6.2,5037785791,213,1.37,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852155,295,49,1,45,48,dcdnoyf6kzhj46iyfm7xq43fy,1,19.8,15,2024-05-18T14:46:19.745Z,2024-05-18T14:46:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852197,296,1,1,45,48,dcdnoyf6kzhj46iyfm7xq43fy,1,19.8,15,2024-05-18T14:46:19.785Z,2024-05-18T14:46:21Z,5037786463,56,Back,5037786467,141,28.8,5037786465,140,21.3,5037786469,212,9.5,5037786471,213,1.40,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852365,297,1,1,45,49,dcdnoyf6kzhj46iyfm7xq43fy,1,21.3,28.8,2024-05-18T14:46:21.065Z,2024-05-18T14:46:27Z,5037787199,213,0.22,5037787191,56,Back,5037787195,141,33.6,5037787197,212,15.1,5037787193,140,35.3,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852375,298,3,1,45,53,dcdnoyf6kzhj46iyfm7xq43fy,0,29.6,39.4,2024-05-18T14:46:24.865Z,2024-05-18T14:46:30Z,5037787265,56,Back,5037787427,233,440,5037787269,285,,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852345,440,7,1,45,53,5rurqie3qt1qav9ir5mkqinn,1,70.4,60.6,2024-05-18T14:46:24.866Z,2024-05-18T14:46:30Z,5037787539,233,298,5037787111,56,Center,5037787113,286,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852351,441,49,1,45,54,5rurqie3qt1qav9ir5mkqinn,1,75.2,63.6,2024-05-18T14:46:26.467Z,2024-05-18T14:46:26Z,,,,,,,,,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852463,442,1,1,45,58,5rurqie3qt1qav9ir5mkqinn,1,81.7,67.6,2024-05-18T14:46:30.635Z,2024-05-18T14:46:31Z,5037787687,140,76.7,5037787693,213,4.38,5037787685,56,Center,5037787689,141,45.2,5037787691,212,16.1,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852507,443,1,1,45,59,5rurqie3qt1qav9ir5mkqinn,1,76.8,42.8,2024-05-18T14:46:31.290Z,2024-05-18T14:46:33Z,5037787885,212,14.4,5037787887,213,4.27,5037787879,56,Center,5037787883,141,23.7,5037787881,140,70.9,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852601,444,1,1,46,1,5rurqie3qt1qav9ir5mkqinn,1,70.9,23.7,2024-05-18T14:46:33.075Z,2024-05-18T14:46:36Z,5037788281,56,Right,5037788287,212,18.3,5037788283,140,83.0,5037788285,141,4.3,5037788289,213,5.48,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852571,299,70,1,46,4,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-05-18T14:46:35.764Z,2024-05-18T14:46:35Z,5037788151,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852651,445,1,1,46,4,5rurqie3qt1qav9ir5mkqinn,1,83.8,10.4,2024-05-18T14:46:36.467Z,2024-05-18T14:46:38Z,5037788529,213,3.10,5037788521,56,Right,5037788523,140,73.4,5037788527,212,10.9,5037788525,141,11.0,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852723,446,1,1,46,6,5rurqie3qt1qav9ir5mkqinn,1,74.1,16.2,2024-05-18T14:46:38.483Z,2024-05-18T14:46:41Z,5037788819,141,19.5,5037788823,213,3.00,5037788815,56,Right,5037788817,140,59.5,5037788821,212,15.5,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852769,447,1,1,46,9,5rurqie3qt1qav9ir5mkqinn,1,59.8,21,2024-05-18T14:46:40.939Z,2024-05-18T14:46:42Z,5037789001,56,Center,5037789009,213,1.26,5037789007,212,10.8,5037789003,140,62.9,5037789005,141,36.1,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852843,448,1,1,46,10,5rurqie3qt1qav9ir5mkqinn,1,68.2,39.2,2024-05-18T14:46:42.299Z,2024-05-18T14:46:44Z,5037789355,141,53.4,5037789363,213,0.89,5037789349,56,Center,5037789359,212,12.4,5037789351,140,75.6,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688852949,449,1,1,46,12,5rurqie3qt1qav9ir5mkqinn,1,75.4,54.6,2024-05-18T14:46:44.507Z,2024-05-18T14:46:48Z,5037789859,141,42.2,5037789861,212,13.0,5037789857,140,66.0,5037789863,213,3.85,5037789855,56,Center,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853027,450,1,1,46,16,5rurqie3qt1qav9ir5mkqinn,1,66,42.2,2024-05-18T14:46:48.114Z,2024-05-18T14:46:50Z,5037790273,213,4.79,5037790271,212,18.5,5037790259,56,Right,5037790267,141,15.0,5037790263,140,67.3,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853179,451,1,1,46,18,5rurqie3qt1qav9ir5mkqinn,1,64.2,13.1,2024-05-18T14:46:50.195Z,2024-05-18T14:46:54Z,5037790999,140,77.9,5037791009,213,5.96,5037791005,141,5.9,5037790993,56,Right,5037791007,212,15.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853265,452,1,1,46,23,5rurqie3qt1qav9ir5mkqinn,1,81.8,9.4,2024-05-18T14:46:54.762Z,2024-05-18T14:46:57Z,5037791481,140,88.9,5037791485,212,21.7,5037791487,213,1.22,5037791483,141,39.4,5037791479,56,Center,5037791477,155,,5037791473,2,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853273,453,61,1,46,26,5rurqie3qt1qav9ir5mkqinn,0,89.3,39.8,2024-05-18T14:46:57.813Z,2024-05-18T14:46:58Z,5037791511,56,Center,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853387,300,12,1,46,27,dcdnoyf6kzhj46iyfm7xq43fy,1,11.2,59.7,2024-05-18T14:46:59.250Z,2024-05-18T14:47:02Z,5037792087,141,36.4,5037792097,213,5.60,5037792077,56,Back,5037792081,140,29.6,5037792091,212,25.0,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853443,454,1,1,46,30,5rurqie3qt1qav9ir5mkqinn,1,78.2,60.8,2024-05-18T14:47:01.987Z,2024-05-18T14:47:04Z,5037792329,212,16.1,5037792327,141,78.8,5037792323,56,Center,5037792331,213,0.87,5037792325,140,88.1,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853467,455,1,1,46,32,5rurqie3qt1qav9ir5mkqinn,0,91.2,74.7,2024-05-18T14:47:04.340Z,2024-05-18T14:47:05Z,5037792447,56,Center,5037792455,141,56.1,5037792457,212,12.7,5037792453,140,90.7,5037792459,213,4.67,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853553,301,12,1,46,34,dcdnoyf6kzhj46iyfm7xq43fy,1,11,38.3,2024-05-18T14:47:06.578Z,2024-05-18T14:47:09Z,5037792903,167,,5037792841,141,0.0,5037792843,212,27.5,5037792837,56,Back,5037792845,213,4.94,5037792839,140,17.0,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853563,302,5,1,46,35,dcdnoyf6kzhj46iyfm7xq43fy,0,14.2,-1.2,2024-05-18T14:47:06.716Z,2024-05-18T14:49:20Z,5037792885,347,,5037792883,56,Back,5037794047,233,456,,,,,,,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853777,456,5,1,46,35,5rurqie3qt1qav9ir5mkqinn,1,85.8,101.2,2024-05-18T14:47:06.716Z,2024-05-18T14:47:16Z,5037793919,347,,5037794013,233,302,5037793917,56,Left,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853841,457,1,1,46,44,5rurqie3qt1qav9ir5mkqinn,1,88.3,100,2024-05-18T14:47:16.307Z,2024-05-18T14:47:18Z,5037794297,107,,5037794305,140,77.7,5037794317,212,12.7,5037794309,141,92.3,5037794323,213,3.65,5037794301,56,Left,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853899,458,1,1,46,46,5rurqie3qt1qav9ir5mkqinn,1,79.1,90.9,2024-05-18T14:47:18.035Z,2024-05-18T14:47:20Z,5037794597,212,14.2,5037794593,141,91.2,5037794587,56,Left,5037794589,140,65.6,5037794599,213,3.13,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688853971,459,1,1,46,48,5rurqie3qt1qav9ir5mkqinn,1,63.6,90.3,2024-05-18T14:47:20.156Z,2024-05-18T14:47:22Z,5037794959,212,7.6,5037794961,213,5.33,5037794957,141,81.2,5037794953,56,Left,5037794955,140,67.8,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854111,460,1,1,46,50,5rurqie3qt1qav9ir5mkqinn,1,67.8,81.2,2024-05-18T14:47:22.596Z,2024-05-18T14:47:27Z,5037795649,1,,5037795641,140,47.4,5037795639,56,Back,5037795645,212,33.7,5037795647,213,4.02,5037795643,141,43.0,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854291,461,1,1,46,56,5rurqie3qt1qav9ir5mkqinn,1,54.5,33.3,2024-05-18T14:47:27.700Z,2024-05-18T14:47:34Z,5037796625,1,,5037796617,140,84.7,5037796623,213,5.76,5037796615,56,Right,5037796619,141,6.4,5037796621,212,36.6,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854401,462,1,1,47,2,5rurqie3qt1qav9ir5mkqinn,1,83.4,10.4,2024-05-18T14:47:34.244Z,2024-05-18T14:47:37Z,5037797107,2,,5037797129,1,,5037797113,140,98.7,5037797125,213,1.21,5037797117,141,73.8,5037797109,155,,5037797111,56,Center,5037797121,212,46.0,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854479,463,1,1,47,6,5rurqie3qt1qav9ir5mkqinn,1,98.7,73.8,2024-05-18T14:47:37.748Z,2024-05-18T14:47:40Z,5037797537,141,75.4,5037797533,56,Center,5037797543,213,3.07,5037797535,140,83.5,5037797539,212,16.0,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854517,464,1,1,47,9,5rurqie3qt1qav9ir5mkqinn,1,83,75,2024-05-18T14:47:40.700Z,2024-05-18T14:47:42Z,5037797759,213,4.24,5037797755,141,64.8,5037797747,56,Center,5037797757,212,7.8,5037797751,140,79.6,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854601,465,1,1,47,10,5rurqie3qt1qav9ir5mkqinn,1,79.6,64.8,2024-05-18T14:47:42.492Z,2024-05-18T14:47:46Z,5037798245,140,82.5,5037798243,56,Center,5037798247,141,49.7,5037798251,213,5.00,5037798249,212,10.7,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854653,466,1,1,47,14,5rurqie3qt1qav9ir5mkqinn,1,79.7,43.7,2024-05-18T14:47:46.460Z,2024-05-18T14:47:49Z,5037798547,56,Center,5037798555,213,4.64,5037798553,212,14.7,5037798549,140,78.7,5037798551,141,22.1,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854763,467,1,1,47,17,5rurqie3qt1qav9ir5mkqinn,1,78.8,23.4,2024-05-18T14:47:49.125Z,2024-05-18T14:47:56Z,5037799157,56,Right,5037799163,212,8.4,5037799169,213,5.49,5037799161,141,14.6,5037799159,140,84.4,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854759,303,30,1,47,24,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-05-18T14:47:56.323Z,2024-05-18T14:47:56Z,5037799131,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688854767,468,30,1,47,24,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-05-18T14:47:56.366Z,2024-05-18T14:47:56Z,5037799173,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688872761,305,18,2,45,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-05-18T15:03:25.812Z,2024-05-18T15:03:26Z,5037886097,42,,5037886101,59,22,5037886187,55,306,5037886099,44,Midfielder,,,,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688872773,306,19,2,45,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-05-18T15:03:25.813Z,2024-05-18T15:03:30Z,5037886141,42,,5037886261,293,0,5037886145,145,7,5037886153,44,Midfielder,5037886157,55,305,5037886149,59,18,,,,,,,af3x1ptiil8vti00lxf1x8ewa,M. Symonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874427,307,32,2,45,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2024-05-18T15:04:29.937Z,2024-05-18T15:04:30Z,5037894479,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874437,469,32,2,45,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-05-18T15:04:29.937Z,2024-05-18T15:04:32Z,5037894525,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874479,470,1,2,45,0,5rurqie3qt1qav9ir5mkqinn,1,49.9,49.9,2024-05-18T15:04:29.938Z,2024-05-18T15:04:35Z,5037894729,140,33.0,5037894731,141,68.1,5037894727,56,Back,5037894735,213,2.53,5037894737,279,S,5037894733,212,21.6,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874593,471,1,2,45,4,5rurqie3qt1qav9ir5mkqinn,1,33,68.1,2024-05-18T15:04:34.800Z,2024-05-18T15:04:35Z,5037895265,140,24.3,5037895263,56,Back,5037895267,141,32.8,5037895269,212,25.7,5037895273,213,4.35,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874615,472,1,2,45,5,5rurqie3qt1qav9ir5mkqinn,1,24.3,32.8,2024-05-18T15:04:35.472Z,2024-05-18T15:04:36Z,5037895391,141,67.3,5037895389,140,29.7,5037895393,212,24.1,5037895387,56,Back,5037895395,213,1.33,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874663,473,1,2,45,6,5rurqie3qt1qav9ir5mkqinn,1,29.5,68.7,2024-05-18T15:04:36.473Z,2024-05-18T15:04:38Z,5037895609,212,10.5,5037895605,140,38.1,5037895611,213,5.75,5037895607,141,60.8,5037895603,56,Back,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874777,474,1,2,45,7,5rurqie3qt1qav9ir5mkqinn,1,35.7,60.5,2024-05-18T15:04:37.912Z,2024-05-18T15:04:42Z,5037896237,56,Back,5037896255,212,12.5,5037896243,140,26.7,5037896257,213,2.43,5037896251,141,72.6,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874825,475,1,2,45,12,5rurqie3qt1qav9ir5mkqinn,1,26.7,72.6,2024-05-18T15:04:42.121Z,2024-05-18T15:04:44Z,5037896541,140,30.9,5037896539,56,Back,5037896545,212,11.3,5037896543,141,57.3,5037896547,213,5.11,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874913,476,1,2,45,14,5rurqie3qt1qav9ir5mkqinn,1,40,69.9,2024-05-18T15:04:44.616Z,2024-05-18T15:04:47Z,5037897031,56,Back,5037897035,141,96.2,5037897037,212,19.4,5037897033,140,47.1,5037897039,213,1.18,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688874937,477,1,2,45,17,5rurqie3qt1qav9ir5mkqinn,0,47,96,2024-05-18T15:04:47.857Z,2024-05-18T15:04:48Z,5037897171,213,6.15,5037897169,212,20.2,5037897165,140,66.1,5037897155,155,,5037897167,141,92.0,5037897163,56,Left,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688875025,308,1,2,45,19,dcdnoyf6kzhj46iyfm7xq43fy,1,39.8,15,2024-05-18T15:04:49.129Z,2024-05-18T15:04:51Z,5037897527,56,Back,5037897531,141,10.3,5037897525,3,,5037897529,140,45.6,5037897533,212,6.9,5037897535,213,5.80,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688875035,309,49,2,45,20,dcdnoyf6kzhj46iyfm7xq43fy,1,45.6,10.3,2024-05-18T15:04:50.722Z,2024-05-18T15:04:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5zscs0qkg39k01a2n0qu9tvkk,M. Haley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
