id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2254908467,392,1,1,1,20,5rurqie3qt1qav9ir5mkqinn,1,38.1,62.3,2021-01-17T14:02:22.234Z,2021-01-17T14:50:46Z,2701099389,140,44.0,2701099393,212,9.4,2701099391,141,72.7,2701099395,213,0.9,2701099387,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254869967,16,1,1,1,21,5rurqie3qt1qav9ir5mkqinn,0,44.9,84.4,2021-01-17T14:02:23.315Z,2021-01-17T14:50:34Z,2700902453,141,81.4,2700902447,155,,2700902457,213,6.2,2700902451,140,69.7,2700902449,56,Left,2700902455,212,26.1,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870187,12,5,1,1,28,bsbugp9qfasrrtg55bf7evvwv,0,20.5,-1.2,2021-01-17T14:02:30.374Z,2021-01-17T14:26:39Z,2700903455,347,,2701013291,233,17,2700903453,56,Back,,,,,,,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870077,17,5,1,1,28,5rurqie3qt1qav9ir5mkqinn,1,79.5,101.2,2021-01-17T14:02:30.374Z,2021-01-17T14:26:39Z,2701013273,233,12,2700902947,347,,2700902945,56,Left,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870421,18,1,1,1,51,5rurqie3qt1qav9ir5mkqinn,1,83.8,100,2021-01-17T14:02:53.549Z,2021-01-17T14:02:57Z,2700904681,212,21.4,2700904679,141,73.8,2700904683,213,5.2,2700904673,107,,2700904685,1,,2700904675,56,Center,2700904677,140,93.7,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870449,19,1,1,1,56,5rurqie3qt1qav9ir5mkqinn,0,93.7,73.8,2021-01-17T14:02:57.842Z,2021-01-17T14:02:59Z,2700904831,140,87.6,2700904837,213,3.7,2700904835,212,7.3,2700904833,141,68.5,2700904829,56,Center,2700904827,3,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870461,20,61,1,1,58,5rurqie3qt1qav9ir5mkqinn,1,87.6,68.5,2021-01-17T14:02:59.824Z,2021-01-17T14:02:59Z,2700904891,56,Center,,,,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870513,13,1,1,1,59,bsbugp9qfasrrtg55bf7evvwv,0,17,47.3,2021-01-17T14:03:01.077Z,2021-01-17T14:03:04Z,2700905117,140,20.5,2700905149,236,,2700905127,212,3.7,2700905155,286,,2700905109,56,Back,2700905131,213,6.1,2700905151,233,21,2700905121,141,46.3,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870499,21,74,1,1,59,5rurqie3qt1qav9ir5mkqinn,1,84,67.2,2021-01-17T14:03:01.078Z,2021-01-17T14:18:54Z,2700905049,56,Center,2700905051,285,,2700905245,233,13,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870575,14,52,1,2,4,bsbugp9qfasrrtg55bf7evvwv,1,13.5,49.3,2021-01-17T14:03:06.461Z,2021-01-17T14:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5op3c93qca8mh67vkwrb3tvpx,G. Moloney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870721,15,1,1,2,9,bsbugp9qfasrrtg55bf7evvwv,1,14.3,47.3,2021-01-17T14:03:10.909Z,2021-01-17T14:03:14Z,2700906237,56,Back,2700906241,141,17.9,2700906243,212,21.1,2700906239,140,20.6,2700906245,213,5.0,2700906235,123,,,,,,,,5op3c93qca8mh67vkwrb3tvpx,G. Moloney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870795,16,1,1,2,13,bsbugp9qfasrrtg55bf7evvwv,1,20.6,17.9,2021-01-17T14:03:14.701Z,2021-01-17T14:03:18Z,2700906599,140,27.4,2700906601,141,41.0,2700906597,56,Back,2700906605,213,1.1,2700906603,212,17.3,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870823,17,1,1,2,16,bsbugp9qfasrrtg55bf7evvwv,1,27.4,41,2021-01-17T14:03:18.118Z,2021-01-17T14:03:19Z,2700906743,141,2.5,2700906747,213,5.1,2700906741,140,36.7,2700906739,56,Back,2700906737,155,,2700906745,212,27.9,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870887,18,1,1,2,18,bsbugp9qfasrrtg55bf7evvwv,1,36.7,2.5,2021-01-17T14:03:19.829Z,2021-01-17T14:03:24Z,2700907041,212,19.0,2700907047,213,1.2,2700907035,56,Back,2700907039,141,28.6,2700907037,140,43.1,,,,,,,,,,9aqd23yr1m4z50iv96k04apqt,K. Leine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870899,19,61,1,2,22,bsbugp9qfasrrtg55bf7evvwv,0,43.1,28.6,2021-01-17T14:03:23.895Z,2021-01-17T14:03:24Z,2700907095,56,Back,,,,,,,,,,,,,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254870927,22,49,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,43.6,66,2021-01-17T14:03:25.212Z,2021-01-17T14:03:25Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871003,23,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,39.8,72.3,2021-01-17T14:03:26.482Z,2021-01-17T14:03:29Z,2700907619,140,31.1,2700907625,141,79.0,2700907629,213,2.7,2700907617,56,Back,2700907627,212,10.2,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871047,24,1,1,2,27,5rurqie3qt1qav9ir5mkqinn,1,29.4,76.3,2021-01-17T14:03:29.493Z,2021-01-17T14:03:32Z,2700907839,141,50.0,2700907835,140,9.6,2700907841,212,27.4,2700907843,213,3.9,2700907831,56,Back,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871145,25,1,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,9.6,50,2021-01-17T14:03:32.439Z,2021-01-17T14:03:38Z,2700908265,140,20.7,2700908261,56,Back,2700908279,213,5.1,2700908269,141,6.7,2700908275,212,31.7,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871197,26,1,1,2,36,5rurqie3qt1qav9ir5mkqinn,0,21.2,5.8,2021-01-17T14:03:38.043Z,2021-01-17T14:03:40Z,2700908519,213,0.0,2700908507,155,,2700908517,212,34.5,2700908511,140,54.0,2700908521,1,,2700908509,56,Right,2700908515,141,7.1,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871319,20,49,1,2,45,bsbugp9qfasrrtg55bf7evvwv,1,40.2,80,2021-01-17T14:03:46.661Z,2021-01-17T14:03:46Z,,,,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871361,21,1,1,2,45,bsbugp9qfasrrtg55bf7evvwv,1,40.2,80,2021-01-17T14:03:46.869Z,2021-01-17T14:03:49Z,2700909239,212,10.4,2700909233,56,Back,2700909241,213,5.3,2700909235,140,45.8,2700909237,141,67.3,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871537,22,1,1,2,47,bsbugp9qfasrrtg55bf7evvwv,1,45.8,67.3,2021-01-17T14:03:48.941Z,2021-01-17T14:03:57Z,2700910003,212,25.9,2700910001,141,47.9,2700909999,140,24.6,2700909997,56,Back,2700910005,213,3.7,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871561,23,1,1,2,55,bsbugp9qfasrrtg55bf7evvwv,0,25.3,48.5,2021-01-17T14:03:57.637Z,2021-01-17T16:02:10Z,2700910141,212,36.3,2700910137,140,51.1,2700910143,213,5.6,2700910139,141,12.9,2700910145,1,,2700910135,56,Right,2700910133,155,,,,,5op3c93qca8mh67vkwrb3tvpx,G. Moloney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871607,27,8,1,2,58,5rurqie3qt1qav9ir5mkqinn,1,47.2,92.1,2021-01-17T14:03:59.798Z,2021-01-17T14:33:16Z,2700910453,15,,2700910411,56,Back,,,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871769,24,5,1,2,58,bsbugp9qfasrrtg55bf7evvwv,1,44,-1.4,2021-01-17T14:04:00.644Z,2021-01-17T14:04:11Z,2700911195,56,Back,2700911197,347,,2700911275,233,28,,,,,,,,,,,,,,,,5op3c93qca8mh67vkwrb3tvpx,G. Moloney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871639,28,5,1,2,58,5rurqie3qt1qav9ir5mkqinn,0,56,101.4,2021-01-17T14:04:00.644Z,2021-01-17T14:26:40Z,2700911297,233,24,2700910565,347,,2700910563,56,Left,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871807,25,1,1,3,8,bsbugp9qfasrrtg55bf7evvwv,1,39.9,0,2021-01-17T14:04:10.293Z,2021-01-17T14:04:13Z,2700911431,140,50.2,2700911433,141,11.0,2700911427,107,,2700911429,56,Right,2700911437,213,0.7,2700911435,212,13.7,,,,,,,9aqd23yr1m4z50iv96k04apqt,K. Leine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871853,26,1,1,3,11,bsbugp9qfasrrtg55bf7evvwv,1,50.2,11,2021-01-17T14:04:13.037Z,2021-01-17T14:04:16Z,2700911699,213,4.4,2700911691,56,Back,2700911693,140,49.0,2700911695,141,4.3,2700911697,212,4.7,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871859,27,1,1,3,14,bsbugp9qfasrrtg55bf7evvwv,0,48.5,3.2,2021-01-17T14:04:16.444Z,2021-01-17T14:04:20Z,2700911721,56,Back,2700911983,286,,2700911727,212,2.0,2700911723,140,48.7,2700911979,233,29,2700911977,236,,2700911729,213,1.5,2700911725,141,6.1,9aqd23yr1m4z50iv96k04apqt,K. Leine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871911,29,74,1,3,14,5rurqie3qt1qav9ir5mkqinn,1,48.6,96.3,2021-01-17T14:04:16.445Z,2021-01-17T14:18:54Z,2700911963,56,Back,2700912021,233,27,2700911967,285,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871901,28,5,1,3,16,bsbugp9qfasrrtg55bf7evvwv,1,49,-1.1,2021-01-17T14:04:17.869Z,2021-01-17T14:04:21Z,2700912039,233,30,2700911913,56,Back,2700911915,347,,,,,,,,,,,,,,,,,9aqd23yr1m4z50iv96k04apqt,K. Leine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871919,30,5,1,3,16,5rurqie3qt1qav9ir5mkqinn,0,51,101.1,2021-01-17T14:04:17.869Z,2021-01-17T14:26:40Z,2700912017,347,,2700912045,233,28,2700912015,56,Left,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254871929,29,1,1,3,17,bsbugp9qfasrrtg55bf7evvwv,0,48.7,0,2021-01-17T14:04:18.997Z,2021-01-17T14:04:21Z,2700912071,212,16.0,2700912065,56,Right,2700912063,107,,2700912069,141,8.8,2700912073,213,0.4,2700912067,140,62.5,,,,,,,9aqd23yr1m4z50iv96k04apqt,K. Leine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
