id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/8/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2208931685,8,1,1,1,0,5rurqie3qt1qav9ir5mkqinn,1,59.9,54.6,2020-09-06T11:33:34.958Z,2020-09-06T11:33:36Z,2459386473,212,13.1,2459386471,213,0.9,2459386465,56,Center,2459386469,141,69.3,2459386467,140,68.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931689,9,1,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,68,69.3,2020-09-06T11:33:36.718Z,2020-09-06T11:33:38Z,2459386497,140,57.5,2459386495,56,Center,2459386493,3,,2459386499,141,69.9,2459386503,212,11.0,2459386501,213,3.1,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931691,10,49,1,1,3,5rurqie3qt1qav9ir5mkqinn,1,57.5,69.9,2020-09-06T11:33:38.303Z,2020-09-06T11:33:38Z,,,,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931709,11,1,1,1,4,5rurqie3qt1qav9ir5mkqinn,1,57.5,69.9,2020-09-06T11:33:38.671Z,2020-09-06T11:33:42Z,2459386585,212,28.9,2459386579,140,36.0,2459386583,213,3.8,2459386581,141,43.4,2459386577,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931715,12,1,1,1,8,5rurqie3qt1qav9ir5mkqinn,1,34.4,38.9,2020-09-06T11:33:42.607Z,2020-09-06T11:33:45Z,2459386629,213,2.9,2459386631,212,22.4,2459386627,141,48.1,2459386625,140,13.9,2459386623,56,Back,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931725,13,1,1,1,10,5rurqie3qt1qav9ir5mkqinn,1,15.2,46.7,2020-09-06T11:33:45.230Z,2020-09-06T11:33:47Z,2459386703,212,25.5,2459386695,56,Back,2459386701,213,0.5,2459386699,141,66.2,2459386697,140,35.9,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931737,14,1,1,1,13,5rurqie3qt1qav9ir5mkqinn,1,35.9,66.2,2020-09-06T11:33:47.534Z,2020-09-06T11:33:50Z,2459386783,56,Back,2459386785,140,41.5,2459386791,212,19.5,2459386789,213,1.3,2459386787,141,93.6,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931741,15,3,1,1,16,5rurqie3qt1qav9ir5mkqinn,1,42.8,91.7,2020-09-06T11:33:50.527Z,2020-09-06T11:33:53Z,2459386811,56,Back,2459386813,286,,2459386845,233,19,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931747,19,45,1,1,16,bsbugp9qfasrrtg55bf7evvwv,0,57.2,8.3,2020-09-06T11:33:50.527Z,2020-09-06T12:26:45Z,2459386841,285,,2459386839,56,Right,2459386849,233,15,,,,,,,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931757,16,1,1,1,16,5rurqie3qt1qav9ir5mkqinn,1,42.4,90.9,2020-09-06T11:33:50.975Z,2020-09-06T11:33:55Z,2459386925,141,79.2,2459386929,212,13.4,2459386923,140,52.7,2459386921,56,Left,2459386927,213,5.6,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931763,17,1,1,1,20,5rurqie3qt1qav9ir5mkqinn,0,52.7,79.2,2020-09-06T11:33:55.311Z,2020-09-06T11:33:59Z,2459386957,56,Left,2459386971,212,24.9,2459386959,140,71.4,2459386967,213,0.7,2459386963,141,100.0,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931767,18,5,1,1,21,5rurqie3qt1qav9ir5mkqinn,0,69.4,101.6,2020-09-06T11:33:55.720Z,2020-09-06T11:33:58Z,2459386977,347,,2459386975,56,Left,2459387027,233,20,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931769,20,5,1,1,21,bsbugp9qfasrrtg55bf7evvwv,1,30.6,-1.6,2020-09-06T11:33:55.720Z,2020-09-06T12:26:20Z,2459386989,56,Back,2459386991,347,,2459387015,233,18,,,,,,,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931875,21,1,1,1,46,bsbugp9qfasrrtg55bf7evvwv,1,29.8,0,2020-09-06T11:34:21.400Z,2020-09-06T11:34:23Z,2459387623,213,1.5,2459387615,107,,2459387619,140,31.6,2459387621,141,25.7,2459387617,56,Back,2459387625,212,18.9,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931881,22,1,1,1,48,bsbugp9qfasrrtg55bf7evvwv,1,27.3,24.8,2020-09-06T11:34:23.097Z,2020-09-06T11:34:24Z,2459387655,140,25.8,2459387661,212,15.9,2459387659,213,4.6,2459387653,56,Back,2459387657,141,1.6,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931889,23,1,1,1,49,bsbugp9qfasrrtg55bf7evvwv,1,26.8,5,2020-09-06T11:34:24.471Z,2020-09-06T11:34:26Z,2459387719,213,1.9,2459387713,56,Back,2459387717,141,30.2,2459387721,212,18.3,2459387715,140,20.6,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931901,24,1,1,1,51,bsbugp9qfasrrtg55bf7evvwv,1,19.7,30.7,2020-09-06T11:34:26.376Z,2020-09-06T11:34:29Z,2459387777,141,35.5,2459387775,140,4.0,2459387773,56,Back,2459387779,213,2.9,2459387781,212,16.8,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931905,25,1,1,1,54,bsbugp9qfasrrtg55bf7evvwv,0,4.8,29.8,2020-09-06T11:34:29.160Z,2020-09-06T11:34:30Z,2459387813,212,14.8,2459387809,141,9.1,2459387807,140,9.2,2459387811,213,5.0,2459387805,56,Back,,,,,,,,,,5op3c93qca8mh67vkwrb3tvpx,G. Moloney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931915,19,49,1,1,57,5rurqie3qt1qav9ir5mkqinn,1,90.4,85.7,2020-09-06T11:34:31.566Z,2020-09-06T12:20:06Z,,,,,,,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931921,20,50,1,1,58,5rurqie3qt1qav9ir5mkqinn,1,91.6,80.6,2020-09-06T11:34:32.567Z,2020-09-06T12:20:12Z,2459387881,286,,2459387879,56,Left,2459387931,233,26,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931917,26,7,1,1,58,bsbugp9qfasrrtg55bf7evvwv,1,8.4,19.4,2020-09-06T11:34:32.568Z,2020-09-06T11:34:34Z,2459387903,233,20,2459387875,285,,2459387873,56,Back,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931919,27,49,1,1,59,bsbugp9qfasrrtg55bf7evvwv,1,3.4,30.2,2020-09-06T11:34:33.768Z,2020-09-06T11:34:34Z,,,,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931931,28,1,1,1,59,bsbugp9qfasrrtg55bf7evvwv,1,3.4,30.2,2020-09-06T11:34:34.312Z,2020-09-06T11:34:36Z,2459387945,212,8.8,2459387937,140,2.3,2459387941,213,1.7,2459387935,56,Back,2459387939,141,43.0,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931949,29,1,1,2,1,bsbugp9qfasrrtg55bf7evvwv,0,3,42.3,2020-09-06T11:34:35.975Z,2020-09-06T11:34:46Z,2459388039,212,41.7,2459388027,157,,2459388035,1,,2459388033,141,0.0,2459388031,140,30.8,2459388037,213,5.5,2459388029,56,Back,,,,5op3c93qca8mh67vkwrb3tvpx,G. Moloney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932003,21,5,1,2,5,5rurqie3qt1qav9ir5mkqinn,1,66.2,101,2020-09-06T11:34:39.870Z,2020-09-06T11:34:54Z,2459388337,56,Left,2459388339,347,,2459388355,233,30,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208931959,30,5,1,2,5,bsbugp9qfasrrtg55bf7evvwv,0,33.8,-1,2020-09-06T11:34:39.870Z,2020-09-06T12:26:20Z,2459388109,347,,2459388359,233,21,2459388107,56,Back,,,,,,,,,,,,,,,,5op3c93qca8mh67vkwrb3tvpx,G. Moloney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932019,22,1,1,2,19,5rurqie3qt1qav9ir5mkqinn,1,66.5,100,2020-09-06T11:34:53.630Z,2020-09-06T11:34:56Z,2459388445,212,14.9,2459388441,141,94.8,2459388439,140,80.1,2459388437,56,Left,2459388443,213,6.0,2459388435,107,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932023,23,50,1,2,21,5rurqie3qt1qav9ir5mkqinn,1,72.6,85.4,2020-09-06T11:34:56.465Z,2020-09-06T11:34:58Z,2459388523,233,31,2459388457,286,,2459388455,56,Left,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932031,31,7,1,2,21,bsbugp9qfasrrtg55bf7evvwv,0,27.4,14.6,2020-09-06T11:34:56.466Z,2020-09-06T11:34:58Z,2459388479,56,Back,2459388481,285,,2459388489,233,23,,,,,,,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James-Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932033,24,61,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,76.7,90.3,2020-09-06T11:34:58.220Z,2020-09-06T11:34:58Z,2459388499,56,Left,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932043,25,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,77.6,87.5,2020-09-06T11:34:58.862Z,2020-09-06T11:35:09Z,2459388579,140,86.5,2459388583,1,,2459388577,56,Center,2459388581,141,34.6,2459388585,213,5.0,2459388575,155,,2459388587,212,37.2,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932061,26,1,1,2,26,5rurqie3qt1qav9ir5mkqinn,1,86.5,34.6,2020-09-06T11:35:01.325Z,2020-09-06T11:35:27Z,2459389023,210,,2459388695,56,Center,2459388701,213,1.9,2459388703,212,5.9,2459388699,141,42.7,2459388697,140,84.5,2459389025,154,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932063,27,15,1,2,29,5rurqie3qt1qav9ir5mkqinn,1,84.7,45.4,2020-09-06T11:35:04.211Z,2020-09-06T11:35:27Z,2459389037,102,51.4,2459389029,29,,2459388711,22,,2459389041,328,,2459388709,17,,2459388961,20,,2459389063,233,32,2459388713,56,Center,23kah59nbx1m7ro3imaaevoph,J. Roord,,2459388967,82,2459389045,147,46.0,2459389033,55,26,2459389039,103,19,2459389027,78,2459389031,154,2459389043,146,86.3,,,,,,,,,
2208932059,32,10,1,2,29,bsbugp9qfasrrtg55bf7evvwv,1,15.6,55.7,2020-09-06T11:35:04.311Z,2020-09-06T11:35:21Z,2459388691,94,,2459388981,233,27,2459388693,56,Back,,,,,,,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932075,28,6,1,2,31,5rurqie3qt1qav9ir5mkqinn,1,92.7,51.6,2020-09-06T11:35:05.801Z,2020-09-06T11:56:23Z,2459388765,56,Center,2459388767,73,,2459388789,233,33,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208932081,33,6,1,2,31,bsbugp9qfasrrtg55bf7evvwv,0,7.3,48.4,2020-09-06T11:35:05.801Z,2020-09-06T11:35:08Z,2459388771,56,Back,2459388793,233,28,2459388775,73,,,,,,,,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
